phase,quantity,model,decision_type,metric,value,note
before,hybrid:order_reversed,gemini,Appliance,n_total,325,
before,hybrid:order_reversed,gemini,Appliance,success_rate,1.0,
before,hybrid:order_reversed,gemini,Appliance,tau_inclusive,0.9671794871794871,
before,hybrid:order_reversed,gemini,Appliance,top1_inclusive,0.9815384615384616,
before,hybrid:order_reversed,gemini,Shower,kendall_tau,0.8266666666666665,
before,hybrid:order_reversed,gemini,Shower,top1,0.85,
before,hybrid:order_reversed,gemini,Shower,mae,0.04819166666666667,
before,hybrid:order_reversed,gemini,Shower,n_runs,5,
before,hybrid:order_reversed,gemini,Shower,n_scored,300,
before,hybrid:order_reversed,gemini,Shower,n_total,300,
before,hybrid:order_reversed,gemini,Shower,success_rate,1.0,
before,hybrid:order_reversed,gemini,Shower,tau_inclusive,0.8266666666666665,
before,hybrid:order_reversed,gemini,Shower,top1_inclusive,0.85,
before,hybrid:default_params,gptoss,Overall,kendall_tau,0.6410256410256411,
before,hybrid:default_params,gptoss,Overall,top1,0.7692307692307693,
before,hybrid:default_params,gptoss,Overall,mae,0.12234615384615384,
before,hybrid:default_params,gptoss,Overall,n_runs,1,
before,hybrid:default_params,gptoss,Overall,n_scored,195,
before,hybrid:default_params,gptoss,Overall,n_total,195,
before,hybrid:default_params,gptoss,Overall,success_rate,1.0,
before,hybrid:default_params,gptoss,Overall,tau_inclusive,0.6410256410256411,
before,hybrid:default_params,gptoss,Overall,top1_inclusive,0.7692307692307693,
before,hybrid:default_params,gptoss,HVAC,kendall_tau,0.9333333333333332,
before,hybrid:default_params,gptoss,HVAC,top1,0.9571428571428572,
before,hybrid:default_params,gptoss,HVAC,mae,0.0701547619047619,
before,hybrid:default_params,gptoss,HVAC,n_runs,1,
before,hybrid:default_params,gptoss,HVAC,n_scored,70,
before,hybrid:default_params,gptoss,HVAC,n_total,70,
before,hybrid:default_params,gptoss,HVAC,success_rate,1.0,
before,hybrid:default_params,gptoss,HVAC,tau_inclusive,0.9333333333333332,
before,hybrid:default_params,gptoss,HVAC,top1_inclusive,0.9571428571428572,
before,hybrid:default_params,gptoss,Appliance,kendall_tau,0.17948717948717952,
before,hybrid:default_params,gptoss,Appliance,top1,0.49230769230769234,
before,hybrid:default_params,gptoss,Appliance,mae,0.23675641025641028,
before,hybrid:default_params,gptoss,Appliance,n_runs,1,
before,hybrid:default_params,gptoss,Appliance,n_scored,65,
before,hybrid:default_params,gptoss,Appliance,n_total,65,
before,hybrid:default_params,gptoss,Appliance,success_rate,1.0,
before,hybrid:default_params,gptoss,Appliance,tau_inclusive,0.17948717948717952,
before,hybrid:default_params,gptoss,Appliance,top1_inclusive,0.49230769230769234,
before,hybrid:default_params,gptoss,Shower,kendall_tau,0.8000000000000002,
before,hybrid:default_params,gptoss,Shower,top1,0.85,
before,hybrid:default_params,gptoss,Shower,mae,0.05929166666666665,
before,hybrid:default_params,gptoss,Shower,n_runs,1,
before,hybrid:default_params,gptoss,Shower,n_scored,60,
before,hybrid:default_params,gptoss,Shower,n_total,60,
before,hybrid:default_params,gptoss,Shower,success_rate,1.0,
before,hybrid:default_params,gptoss,Shower,tau_inclusive,0.8000000000000002,
before,hybrid:default_params,gptoss,Shower,top1_inclusive,0.85,
before,hybrid:extracted,gptoss,Overall,kendall_tau,0.9209621993127147,
before,hybrid:extracted,gptoss,Overall,top1,0.9432989690721649,
before,hybrid:extracted,gptoss,Overall,mae,0.04649914089347079,
before,hybrid:extracted,gptoss,Overall,n_runs,1,
before,hybrid:extracted,gptoss,Overall,n_scored,194,
before,hybrid:extracted,gptoss,Overall,n_total,195,
before,hybrid:extracted,gptoss,Overall,success_rate,0.9948717948717949,
before,hybrid:extracted,gptoss,Overall,tau_inclusive,0.9162393162393162,
before,hybrid:extracted,gptoss,Overall,top1_inclusive,0.9401709401709403,
before,hybrid:extracted,gptoss,HVAC,kendall_tau,0.9613526570048309,
before,hybrid:extracted,gptoss,HVAC,top1,0.9565217391304348,
before,hybrid:extracted,gptoss,HVAC,mae,0.05130434782608695,
before,hybrid:extracted,gptoss,HVAC,n_runs,1,
before,hybrid:extracted,gptoss,HVAC,n_scored,69,
before,hybrid:extracted,gptoss,HVAC,n_total,70,
before,hybrid:extracted,gptoss,HVAC,success_rate,0.9857142857142858,
before,hybrid:extracted,gptoss,HVAC,tau_inclusive,0.9476190476190476,
before,hybrid:extracted,gptoss,HVAC,top1_inclusive,0.9476190476190476,
before,hybrid:extracted,gptoss,Appliance,kendall_tau,0.958974358974359,
before,hybrid:extracted,gptoss,Appliance,top1,0.9846153846153847,
before,hybrid:extracted,gptoss,Appliance,mae,0.04948717948717949,
before,hybrid:extracted,gptoss,Appliance,n_runs,1,
before,hybrid:extracted,gptoss,Appliance,n_scored,65,
before,hybrid:extracted,gptoss,Appliance,n_total,65,
before,hybrid:extracted,gptoss,Appliance,success_rate,1.0,
before,hybrid:extracted,gptoss,Appliance,tau_inclusive,0.958974358974359,
before,hybrid:extracted,gptoss,Appliance,top1_inclusive,0.9846153846153847,
before,hybrid:extracted,gptoss,Shower,kendall_tau,0.8333333333333334,
before,hybrid:extracted,gptoss,Shower,top1,0.8833333333333333,
before,hybrid:extracted,gptoss,Shower,mae,0.037736111111111116,
before,hybrid:extracted,gptoss,Shower,n_runs,1,
before,hybrid:extracted,gptoss,Shower,n_scored,60,
before,hybrid:extracted,gptoss,Shower,n_total,60,
before,hybrid:extracted,gptoss,Shower,success_rate,1.0,
before,hybrid:extracted,gptoss,Shower,tau_inclusive,0.8333333333333334,
before,hybrid:extracted,gptoss,Shower,top1_inclusive,0.8833333333333333,
before,hybrid:extracted_per_run,gptoss,Overall,kendall_tau,0.8974193730542617,
before,hybrid:extracted_per_run,gptoss,Overall,top1,0.917283010327167,
before,hybrid:extracted_per_run,gptoss,Overall,mae,0.051861281462595235,
before,hybrid:extracted_per_run,gptoss,Overall,n_runs,5,
before,hybrid:extracted_per_run,gptoss,Overall,n_scored,858,
before,hybrid:extracted_per_run,gptoss,Overall,n_total,975,
before,hybrid:extracted_per_run,gptoss,Overall,success_rate,0.88,
before,hybrid:extracted_per_run,gptoss,Overall,tau_inclusive,0.7897435897435898,
before,hybrid:extracted_per_run,gptoss,Overall,top1_inclusive,0.8471794871794872,
before,hybrid:extracted_per_run,gptoss,HVAC,kendall_tau,0.9428530199958771,
before,hybrid:extracted_per_run,gptoss,HVAC,top1,0.9398771387342816,
before,hybrid:extracted_per_run,gptoss,HVAC,mae,0.05115004294647152,
before,hybrid:extracted_per_run,gptoss,HVAC,n_runs,5,
before,hybrid:extracted_per_run,gptoss,HVAC,n_scored,233,
before,hybrid:extracted_per_run,gptoss,HVAC,n_total,350,
before,hybrid:extracted_per_run,gptoss,HVAC,success_rate,0.6657142857142857,
before,hybrid:extracted_per_run,gptoss,HVAC,tau_inclusive,0.6276190476190476,
before,hybrid:extracted_per_run,gptoss,HVAC,top1_inclusive,0.7371428571428572,
before,hybrid:extracted_per_run,gptoss,Appliance,kendall_tau,0.9671794871794873,
before,hybrid:extracted_per_run,gptoss,Appliance,top1,0.9876923076923078,
before,hybrid:extracted_per_run,gptoss,Appliance,mae,0.051500000000000004,
before,hybrid:extracted_per_run,gptoss,Appliance,n_runs,5,
before,hybrid:extracted_per_run,gptoss,Appliance,n_scored,325,
before,hybrid:extracted_per_run,gptoss,Appliance,n_total,325,
before,hybrid:extracted_per_run,gptoss,Appliance,success_rate,1.0,
before,hybrid:extracted_per_run,gptoss,Appliance,tau_inclusive,0.9671794871794873,
before,hybrid:extracted_per_run,gptoss,Appliance,top1_inclusive,0.9876923076923078,
before,hybrid:extracted_per_run,gptoss,Shower,kendall_tau,0.7866666666666666,
before,hybrid:extracted_per_run,gptoss,Shower,top1,0.8233333333333335,
before,hybrid:extracted_per_run,gptoss,Shower,mae,0.05281388888888888,
before,hybrid:extracted_per_run,gptoss,Shower,n_runs,5,
before,hybrid:extracted_per_run,gptoss,Shower,n_scored,300,
before,hybrid:extracted_per_run,gptoss,Shower,n_total,300,
before,hybrid:extracted_per_run,gptoss,Shower,success_rate,1.0,
before,hybrid:extracted_per_run,gptoss,Shower,tau_inclusive,0.7866666666666666,
before,hybrid:extracted_per_run,gptoss,Shower,top1_inclusive,0.8233333333333335,
before,hybrid:order_control,gptoss,Overall,kendall_tau,0.8984955534814939,
before,hybrid:order_control,gptoss,Overall,top1,0.9140924531793839,
before,hybrid:order_control,gptoss,Overall,mae,0.051694107243583066,
before,hybrid:order_control,gptoss,Overall,n_runs,3,
before,hybrid:order_control,gptoss,Overall,n_scored,514,
before,hybrid:order_control,gptoss,Overall,n_total,585,
before,hybrid:order_control,gptoss,Overall,success_rate,0.8786324786324786,
before,hybrid:order_control,gptoss,Overall,tau_inclusive,0.7897435897435897,
before,hybrid:order_control,gptoss,Overall,top1_inclusive,0.8438746438746438,
before,hybrid:order_control,gptoss,HVAC,kendall_tau,0.9416361416361415,
before,hybrid:order_control,gptoss,HVAC,top1,0.9342083842083841,
before,hybrid:order_control,gptoss,HVAC,mae,0.05448482227648895,
before,hybrid:order_control,gptoss,HVAC,n_runs,3,
before,hybrid:order_control,gptoss,HVAC,n_scored,139,
before,hybrid:order_control,gptoss,HVAC,n_total,210,
before,hybrid:order_control,gptoss,HVAC,success_rate,0.6619047619047619,
before,hybrid:order_control,gptoss,HVAC,tau_inclusive,0.6238095238095238,
before,hybrid:order_control,gptoss,HVAC,top1_inclusive,0.7317460317460318,
before,hybrid:order_control,gptoss,Appliance,kendall_tau,0.9623931623931624,
before,hybrid:order_control,gptoss,Appliance,top1,0.9846153846153847,
before,hybrid:order_control,gptoss,Appliance,mae,0.051405982905982896,
before,hybrid:order_control,gptoss,Appliance,n_runs,3,
before,hybrid:order_control,gptoss,Appliance,n_scored,195,
before,hybrid:order_control,gptoss,Appliance,n_total,195,
before,hybrid:order_control,gptoss,Appliance,success_rate,1.0,
before,hybrid:order_control,gptoss,Appliance,tau_inclusive,0.9623931623931624,
before,hybrid:order_control,gptoss,Appliance,top1_inclusive,0.9846153846153847,
before,hybrid:order_control,gptoss,Shower,kendall_tau,0.7962962962962964,
before,hybrid:order_control,gptoss,Shower,top1,0.8222222222222223,
before,hybrid:order_control,gptoss,Shower,mae,0.04994444444444445,
before,hybrid:order_control,gptoss,Shower,n_runs,3,
before,hybrid:order_control,gptoss,Shower,n_scored,180,
before,hybrid:order_control,gptoss,Shower,n_total,180,
before,hybrid:order_control,gptoss,Shower,success_rate,1.0,
before,hybrid:order_control,gptoss,Shower,tau_inclusive,0.7962962962962964,
before,hybrid:order_control,gptoss,Shower,top1_inclusive,0.8222222222222223,
before,hybrid:order_reversed,gptoss,Overall,kendall_tau,0.8977051385791054,
before,hybrid:order_reversed,gptoss,Overall,top1,0.9088436028612122,
before,hybrid:order_reversed,gptoss,Overall,mae,0.05251377242186371,
before,hybrid:order_reversed,gptoss,Overall,n_runs,5,
before,hybrid:order_reversed,gptoss,Overall,n_scored,867,
before,hybrid:order_reversed,gptoss,Overall,n_total,975,
before,hybrid:order_reversed,gptoss,Overall,success_rate,0.8892307692307693,
before,hybrid:order_reversed,gptoss,Overall,tau_inclusive,0.7982905982905981,
before,hybrid:order_reversed,gptoss,Overall,top1_inclusive,0.8451282051282052,
before,hybrid:order_reversed,gptoss,HVAC,kendall_tau,0.9415154182885276,
before,hybrid:order_reversed,gptoss,HVAC,top1,0.9290668812979739,
before,hybrid:order_reversed,gptoss,HVAC,mae,0.05397915485891327,
before,hybrid:order_reversed,gptoss,HVAC,n_runs,5,
before,hybrid:order_reversed,gptoss,HVAC,n_scored,242,
before,hybrid:order_reversed,gptoss,HVAC,n_total,350,
before,hybrid:order_reversed,gptoss,HVAC,success_rate,0.6914285714285714,
before,hybrid:order_reversed,gptoss,HVAC,tau_inclusive,0.6514285714285714,
before,hybrid:order_reversed,gptoss,HVAC,top1_inclusive,0.7457142857142858,
before,hybrid:order_reversed,gptoss,Appliance,kendall_tau,0.9712820512820513,
before,hybrid:order_reversed,gptoss,Appliance,top1,0.9846153846153847,
before,hybrid:order_reversed,gptoss,Appliance,mae,0.050615384615384604,
before,hybrid:order_reversed,gptoss,Appliance,n_runs,5,
before,hybrid:order_reversed,gptoss,Appliance,n_scored,325,
before,hybrid:order_reversed,gptoss,Appliance,n_total,325,
before,hybrid:order_reversed,gptoss,Appliance,success_rate,1.0,
before,hybrid:order_reversed,gptoss,Appliance,tau_inclusive,0.9712820512820513,
before,hybrid:order_reversed,gptoss,Appliance,top1_inclusive,0.9846153846153847,
before,hybrid:order_reversed,gptoss,Shower,kendall_tau,0.7822222222222223,
before,hybrid:order_reversed,gptoss,Shower,top1,0.8099999999999999,
before,hybrid:order_reversed,gptoss,Shower,mae,0.053494444444444435,
before,hybrid:order_reversed,gptoss,Shower,n_runs,5,
before,hybrid:order_reversed,gptoss,Shower,n_scored,300,
before,hybrid:order_reversed,gptoss,Shower,n_total,300,
before,hybrid:order_reversed,gptoss,Shower,success_rate,1.0,
before,hybrid:order_reversed,gptoss,Shower,tau_inclusive,0.7822222222222223,
before,hybrid:order_reversed,gptoss,Shower,top1_inclusive,0.8099999999999999,
before,hybrid:default_params,qwen,Overall,kendall_tau,0.6410256410256411,
before,hybrid:default_params,qwen,Overall,top1,0.7692307692307693,
before,hybrid:default_params,qwen,Overall,mae,0.12234615384615384,
before,hybrid:default_params,qwen,Overall,n_runs,1,
before,hybrid:default_params,qwen,Overall,n_scored,195,
before,hybrid:default_params,qwen,Overall,n_total,195,
before,hybrid:default_params,qwen,Overall,success_rate,1.0,
before,hybrid:default_params,qwen,Overall,tau_inclusive,0.6410256410256411,
before,hybrid:default_params,qwen,Overall,top1_inclusive,0.7692307692307693,
before,hybrid:default_params,qwen,HVAC,kendall_tau,0.9333333333333332,
before,hybrid:default_params,qwen,HVAC,top1,0.9571428571428572,
before,hybrid:default_params,qwen,HVAC,mae,0.0701547619047619,
before,hybrid:default_params,qwen,HVAC,n_runs,1,
before,hybrid:default_params,qwen,HVAC,n_scored,70,
before,hybrid:default_params,qwen,HVAC,n_total,70,
before,hybrid:default_params,qwen,HVAC,success_rate,1.0,
before,hybrid:default_params,qwen,HVAC,tau_inclusive,0.9333333333333332,
before,hybrid:default_params,qwen,HVAC,top1_inclusive,0.9571428571428572,
before,hybrid:default_params,qwen,Appliance,kendall_tau,0.17948717948717952,
before,hybrid:default_params,qwen,Appliance,top1,0.49230769230769234,
before,hybrid:default_params,qwen,Appliance,mae,0.23675641025641028,
before,hybrid:default_params,qwen,Appliance,n_runs,1,
before,hybrid:default_params,qwen,Appliance,n_scored,65,
before,hybrid:default_params,qwen,Appliance,n_total,65,
before,hybrid:default_params,qwen,Appliance,success_rate,1.0,
before,hybrid:default_params,qwen,Appliance,tau_inclusive,0.17948717948717952,
before,hybrid:default_params,qwen,Appliance,top1_inclusive,0.49230769230769234,
before,hybrid:default_params,qwen,Shower,kendall_tau,0.8000000000000002,
before,hybrid:default_params,qwen,Shower,top1,0.85,
before,hybrid:default_params,qwen,Shower,mae,0.05929166666666665,
before,hybrid:default_params,qwen,Shower,n_runs,1,
before,hybrid:default_params,qwen,Shower,n_scored,60,
before,hybrid:default_params,qwen,Shower,n_total,60,
before,hybrid:default_params,qwen,Shower,success_rate,1.0,
before,hybrid:default_params,qwen,Shower,tau_inclusive,0.8000000000000002,
before,hybrid:default_params,qwen,Shower,top1_inclusive,0.85,
before,hybrid:extracted,qwen,Overall,kendall_tau,0.8974358974358975,
before,hybrid:extracted,qwen,Overall,top1,0.9128205128205128,
before,hybrid:extracted,qwen,Overall,mae,0.06605555555555556,
before,hybrid:extracted,qwen,Overall,n_runs,1,
before,hybrid:extracted,qwen,Overall,n_scored,195,
before,hybrid:extracted,qwen,Overall,n_total,195,
before,hybrid:extracted,qwen,Overall,success_rate,1.0,
before,hybrid:extracted,qwen,Overall,tau_inclusive,0.8974358974358975,
before,hybrid:extracted,qwen,Overall,top1_inclusive,0.9128205128205128,
before,hybrid:extracted,qwen,HVAC,kendall_tau,0.9142857142857143,
before,hybrid:extracted,qwen,HVAC,top1,0.8857142857142857,
before,hybrid:extracted,qwen,HVAC,mae,0.044571428571428574,
before,hybrid:extracted,qwen,HVAC,n_runs,1,
before,hybrid:extracted,qwen,HVAC,n_scored,70,
before,hybrid:extracted,qwen,HVAC,n_total,70,
before,hybrid:extracted,qwen,HVAC,success_rate,1.0,
before,hybrid:extracted,qwen,HVAC,tau_inclusive,0.9142857142857143,
before,hybrid:extracted,qwen,HVAC,top1_inclusive,0.8857142857142857,
before,hybrid:extracted,qwen,Appliance,kendall_tau,0.9076923076923077,
before,hybrid:extracted,qwen,Appliance,top1,0.9384615384615385,
before,hybrid:extracted,qwen,Appliance,mae,0.11565384615384613,
before,hybrid:extracted,qwen,Appliance,n_runs,1,
before,hybrid:extracted,qwen,Appliance,n_scored,65,
before,hybrid:extracted,qwen,Appliance,n_total,65,
before,hybrid:extracted,qwen,Appliance,success_rate,1.0,
before,hybrid:extracted,qwen,Appliance,tau_inclusive,0.9076923076923077,
before,hybrid:extracted,qwen,Appliance,top1_inclusive,0.9384615384615385,
before,hybrid:extracted,qwen,Shower,kendall_tau,0.8666666666666668,
before,hybrid:extracted,qwen,Shower,top1,0.9166666666666666,
before,hybrid:extracted,qwen,Shower,mae,0.037388888888888895,
before,hybrid:extracted,qwen,Shower,n_runs,1,
before,hybrid:extracted,qwen,Shower,n_scored,60,
before,hybrid:extracted,qwen,Shower,n_total,60,
before,hybrid:extracted,qwen,Shower,success_rate,1.0,
before,hybrid:extracted,qwen,Shower,tau_inclusive,0.8666666666666668,
before,hybrid:extracted,qwen,Shower,top1_inclusive,0.9166666666666666,
before,hybrid:extracted_per_run,qwen,Overall,kendall_tau,0.8801127852674243,
before,hybrid:extracted_per_run,qwen,Overall,top1,0.8972402854877082,
before,hybrid:extracted_per_run,qwen,Overall,mae,0.07177710370957793,
before,hybrid:extracted_per_run,qwen,Overall,n_runs,5,
before,hybrid:extracted_per_run,qwen,Overall,n_scored,973,
before,hybrid:extracted_per_run,qwen,Overall,n_total,975,
before,hybrid:extracted_per_run,qwen,Overall,success_rate,0.997948717948718,
before,hybrid:extracted_per_run,qwen,Overall,tau_inclusive,0.8782905982905982,
before,hybrid:extracted_per_run,qwen,Overall,top1_inclusive,0.8960683760683761,
before,hybrid:extracted_per_run,qwen,HVAC,kendall_tau,0.8812974465148378,
before,hybrid:extracted_per_run,qwen,HVAC,top1,0.8736645962732918,
before,hybrid:extracted_per_run,qwen,HVAC,mae,0.05661407867494824,
before,hybrid:extracted_per_run,qwen,HVAC,n_runs,5,
before,hybrid:extracted_per_run,qwen,HVAC,n_scored,348,
before,hybrid:extracted_per_run,qwen,HVAC,n_total,350,
before,hybrid:extracted_per_run,qwen,HVAC,success_rate,0.9942857142857143,
before,hybrid:extracted_per_run,qwen,HVAC,tau_inclusive,0.8761904761904763,
before,hybrid:extracted_per_run,qwen,HVAC,top1_inclusive,0.8704761904761906,
before,hybrid:extracted_per_run,qwen,Appliance,kendall_tau,0.9056410256410257,
before,hybrid:extracted_per_run,qwen,Appliance,top1,0.9292307692307691,
before,hybrid:extracted_per_run,qwen,Appliance,mae,0.11764102564102563,
before,hybrid:extracted_per_run,qwen,Appliance,n_runs,5,
before,hybrid:extracted_per_run,qwen,Appliance,n_scored,325,
before,hybrid:extracted_per_run,qwen,Appliance,n_total,325,
before,hybrid:extracted_per_run,qwen,Appliance,success_rate,1.0,
before,hybrid:extracted_per_run,qwen,Appliance,tau_inclusive,0.9056410256410257,
before,hybrid:extracted_per_run,qwen,Appliance,top1_inclusive,0.9292307692307691,
before,hybrid:extracted_per_run,qwen,Shower,kendall_tau,0.8511111111111112,
before,hybrid:extracted_per_run,qwen,Shower,top1,0.8899999999999999,
before,hybrid:extracted_per_run,qwen,Shower,mae,0.03968055555555556,
before,hybrid:extracted_per_run,qwen,Shower,n_runs,5,
before,hybrid:extracted_per_run,qwen,Shower,n_scored,300,
before,hybrid:extracted_per_run,qwen,Shower,n_total,300,
before,hybrid:extracted_per_run,qwen,Shower,success_rate,1.0,
before,hybrid:extracted_per_run,qwen,Shower,tau_inclusive,0.8511111111111112,
before,hybrid:extracted_per_run,qwen,Shower,top1_inclusive,0.8899999999999999,
before,hybrid:order_control,qwen,Overall,kendall_tau,0.8894586894586894,
before,hybrid:order_control,qwen,Overall,top1,0.9076923076923077,
before,hybrid:order_control,qwen,Overall,mae,0.07362820512820513,
before,hybrid:order_control,qwen,Overall,n_runs,3,
before,hybrid:order_control,qwen,Overall,n_scored,585,
before,hybrid:order_control,qwen,Overall,n_total,585,
before,hybrid:order_control,qwen,Overall,success_rate,1.0,
before,hybrid:order_control,qwen,Overall,tau_inclusive,0.8894586894586894,
before,hybrid:order_control,qwen,Overall,top1_inclusive,0.9076923076923077,
before,hybrid:order_control,qwen,HVAC,kendall_tau,0.8761904761904762,
before,hybrid:order_control,qwen,HVAC,top1,0.8809523809523809,
before,hybrid:order_control,qwen,HVAC,mae,0.06214285714285714,
before,hybrid:order_control,qwen,HVAC,n_runs,3,
before,hybrid:order_control,qwen,HVAC,n_scored,210,
before,hybrid:order_control,qwen,HVAC,n_total,210,
before,hybrid:order_control,qwen,HVAC,success_rate,1.0,
before,hybrid:order_control,qwen,HVAC,tau_inclusive,0.8761904761904762,
before,hybrid:order_control,qwen,HVAC,top1_inclusive,0.8809523809523809,
before,hybrid:order_control,qwen,Appliance,kendall_tau,0.9111111111111111,
before,hybrid:order_control,qwen,Appliance,top1,0.9384615384615383,
before,hybrid:order_control,qwen,Appliance,mae,0.11820512820512818,
before,hybrid:order_control,qwen,Appliance,n_runs,3,
before,hybrid:order_control,qwen,Appliance,n_scored,195,
before,hybrid:order_control,qwen,Appliance,n_total,195,
before,hybrid:order_control,qwen,Appliance,success_rate,1.0,
before,hybrid:order_control,qwen,Appliance,tau_inclusive,0.9111111111111111,
before,hybrid:order_control,qwen,Appliance,top1_inclusive,0.9384615384615383,
before,hybrid:order_control,qwen,Shower,kendall_tau,0.8814814814814816,
before,hybrid:order_control,qwen,Shower,top1,0.9055555555555554,
before,hybrid:order_control,qwen,Shower,mae,0.03873611111111111,
before,hybrid:order_control,qwen,Shower,n_runs,3,
before,hybrid:order_control,qwen,Shower,n_scored,180,
before,hybrid:order_control,qwen,Shower,n_total,180,
before,hybrid:order_control,qwen,Shower,success_rate,1.0,
before,hybrid:order_control,qwen,Shower,tau_inclusive,0.8814814814814816,
before,hybrid:order_control,qwen,Shower,top1_inclusive,0.9055555555555554,
before,hybrid:order_reversed,qwen,Overall,kendall_tau,0.8912820512820513,
before,hybrid:order_reversed,qwen,Overall,top1,0.9035897435897435,
before,hybrid:order_reversed,qwen,Overall,mae,0.07249829059829059,
before,hybrid:order_reversed,qwen,Overall,n_runs,5,
before,hybrid:order_reversed,qwen,Overall,n_scored,975,
before,hybrid:order_reversed,qwen,Overall,n_total,975,
before,hybrid:order_reversed,qwen,Overall,success_rate,1.0,
before,hybrid:order_reversed,qwen,Overall,tau_inclusive,0.8912820512820513,
before,hybrid:order_reversed,qwen,Overall,top1_inclusive,0.9035897435897435,
before,hybrid:order_reversed,qwen,HVAC,kendall_tau,0.8914285714285715,
before,hybrid:order_reversed,qwen,HVAC,top1,0.8800000000000001,
before,hybrid:order_reversed,qwen,HVAC,mae,0.059376190476190485,
before,hybrid:order_reversed,qwen,HVAC,n_runs,5,
before,hybrid:order_reversed,qwen,HVAC,n_scored,350,
before,hybrid:order_reversed,qwen,HVAC,n_total,350,
before,hybrid:order_reversed,qwen,HVAC,success_rate,1.0,
before,hybrid:order_reversed,qwen,HVAC,tau_inclusive,0.8914285714285715,
before,hybrid:order_reversed,qwen,HVAC,top1_inclusive,0.8800000000000001,
before,hybrid:order_reversed,qwen,Appliance,kendall_tau,0.9200000000000002,
before,hybrid:order_reversed,qwen,Appliance,top1,0.9384615384615385,
before,hybrid:order_reversed,qwen,Appliance,mae,0.1153974358974359,
before,hybrid:order_reversed,qwen,Appliance,n_runs,5,
before,hybrid:order_reversed,qwen,Appliance,n_scored,325,
before,hybrid:order_reversed,qwen,Appliance,n_total,325,
before,hybrid:order_reversed,qwen,Appliance,success_rate,1.0,
before,hybrid:order_reversed,qwen,Appliance,tau_inclusive,0.9200000000000002,
before,hybrid:order_reversed,qwen,Appliance,top1_inclusive,0.9384615384615385,
before,hybrid:order_reversed,qwen,Shower,kendall_tau,0.8600000000000001,
before,hybrid:order_reversed,qwen,Shower,top1,0.8933333333333333,
before,hybrid:order_reversed,qwen,Shower,mae,0.04133333333333333,
before,hybrid:order_reversed,qwen,Shower,n_runs,5,
before,hybrid:order_reversed,qwen,Shower,n_scored,300,
before,hybrid:order_reversed,qwen,Shower,n_total,300,
before,hybrid:order_reversed,qwen,Shower,success_rate,1.0,
before,hybrid:order_reversed,qwen,Shower,tau_inclusive,0.8600000000000001,
before,hybrid:order_reversed,qwen,Shower,top1_inclusive,0.8933333333333333,
before,DM_like_for_like,deepseek,Overall,kendall_tau,0.6406555643669045,arm=extracted_per_run
before,DM_like_for_like,deepseek,Overall,top1,0.7689928628072958,arm=extracted_per_run
before,DM_like_for_like,deepseek,Overall,mae,0.12239496431403647,arm=extracted_per_run
before,DM_like_for_like,deepseek,Overall,tau_gain_AH_minus_DM,0.2566675478015684,arm=extracted_per_run
before,DM_like_for_like,deepseek,Overall,top1_gain_AH_minus_DM,0.13859370869680146,arm=extracted_per_run
before,DM_like_for_like,deepseek,HVAC,kendall_tau,0.9331400966183574,arm=extracted_per_run
before,DM_like_for_like,deepseek,HVAC,top1,0.9570186335403728,arm=extracted_per_run
before,DM_like_for_like,deepseek,HVAC,mae,0.0701407177363699,arm=extracted_per_run
before,DM_like_for_like,deepseek,HVAC,tau_gain_AH_minus_DM,-0.013388543823326415,arm=extracted_per_run
before,DM_like_for_like,deepseek,HVAC,top1_gain_AH_minus_DM,-0.037267080745341644,arm=extracted_per_run
before,DM_like_for_like,deepseek,Appliance,kendall_tau,0.17948717948717952,arm=extracted_per_run
before,DM_like_for_like,deepseek,Appliance,top1,0.49230769230769234,arm=extracted_per_run
before,DM_like_for_like,deepseek,Appliance,mae,0.23675641025641028,arm=extracted_per_run
before,DM_like_for_like,deepseek,Appliance,tau_gain_AH_minus_DM,0.7958974358974359,arm=extracted_per_run
before,DM_like_for_like,deepseek,Appliance,top1_gain_AH_minus_DM,0.49230769230769234,arm=extracted_per_run
before,DM_like_for_like,deepseek,Shower,kendall_tau,0.8000000000000002,arm=extracted_per_run
before,DM_like_for_like,deepseek,Shower,top1,0.85,arm=extracted_per_run
before,DM_like_for_like,deepseek,Shower,mae,0.05929166666666665,arm=extracted_per_run
before,DM_like_for_like,deepseek,Shower,tau_gain_AH_minus_DM,-0.013333333333333553,arm=extracted_per_run
before,DM_like_for_like,deepseek,Shower,top1_gain_AH_minus_DM,-0.039999999999999966,arm=extracted_per_run
before,DM_like_for_like,gemini,Overall,kendall_tau,0.6410256410256411,arm=extracted_per_run
before,DM_like_for_like,gemini,Overall,top1,0.7692307692307693,arm=extracted_per_run
before,DM_like_for_like,gemini,Overall,mae,0.12234615384615384,arm=extracted_per_run
before,DM_like_for_like,gemini,Overall,tau_gain_AH_minus_DM,0.28239316239316226,arm=extracted_per_run
before,DM_like_for_like,gemini,Overall,top1_gain_AH_minus_DM,0.16205128205128203,arm=extracted_per_run
before,DM_like_for_like,gemini,HVAC,kendall_tau,0.9333333333333332,arm=extracted_per_run
before,DM_like_for_like,gemini,HVAC,top1,0.9571428571428571,arm=extracted_per_run
before,DM_like_for_like,gemini,HVAC,mae,0.0701547619047619,arm=extracted_per_run
before,DM_like_for_like,gemini,HVAC,tau_gain_AH_minus_DM,0.04380952380952381,arm=extracted_per_run
