scenario_id,decision_type,question,location,outdoor_temp,appliance_age,flow_rate,alternative,energy_cost,environmental,comfort,practicality,rank,weighted_score
64,Appliance,I want to run my dishwasher this afternoon (around 2 PM). When should I start it?,"Harrisburg, PA",,5 to 11,,Run dishwasher at 1:00 AM,8.0,7.0,2.0,3.0,2,5.7
65,Appliance,The dishwasher is full (around 1 AM). Should I run it now or delay it?,"Allentown, PA",,0 to 9,,Run dishwasher at 1:00 AM,8.0,7.0,6.0,7.0,2,7.1
65,Appliance,The dishwasher is full (around 1 AM). Should I run it now or delay it?,"Allentown, PA",,0 to 9,,Run dishwasher at 3:00 PM,4.0,5.0,3.0,2.0,3,3.85
65,Appliance,The dishwasher is full (around 1 AM). Should I run it now or delay it?,"Allentown, PA",,0 to 9,,Run dishwasher at 11:00 PM,8.0,7.0,6.0,7.0,1,7.1
66,Appliance,I'm finally getting to laundry (around 1 AM). When should I start the washer?,"Philadelphia, PA",,1 to 11,,Wash at 1:00 AM,8.0,7.0,6.0,4.0,1,6.6499999999999995
66,Appliance,I'm finally getting to laundry (around 1 AM). When should I start the washer?,"Philadelphia, PA",,1 to 11,,Wash at 7:00 PM,2.0,2.0,1.0,1.0,3,1.6499999999999997
66,Appliance,I'm finally getting to laundry (around 1 AM). When should I start the washer?,"Philadelphia, PA",,1 to 11,,Wash at 3:00 PM,3.0,4.0,2.0,1.0,2,2.8499999999999996
67,Appliance,I have time to do laundry this afternoon (around 5 PM). When should I start?,"Lancaster, PA",,3 to 13,,Wash at 5:00 PM,5.0,5.0,8.0,9.0,1,6.199999999999999
67,Appliance,I have time to do laundry this afternoon (around 5 PM). When should I start?,"Lancaster, PA",,3 to 13,,Wash at 2:00 PM,6.0,6.0,4.0,3.0,3,5.1499999999999995
67,Appliance,I have time to do laundry this afternoon (around 5 PM). When should I start?,"Lancaster, PA",,3 to 13,,Wash at 10:00 PM,7.0,6.0,4.0,3.0,2,5.449999999999999
68,Appliance,Planning to run the washing machine around 11 PM. Is that okay or should I wait?,"Pittsburgh, PA",,1 to 11,,Wash at 11:00 PM,8.0,7.0,6.0,7.0,1,7.1
68,Appliance,Planning to run the washing machine around 11 PM. Is that okay or should I wait?,"Pittsburgh, PA",,1 to 11,,Wash at 3:00 PM,4.0,4.0,8.0,6.0,3,5.1
68,Appliance,Planning to run the washing machine around 11 PM. Is that okay or should I wait?,"Pittsburgh, PA",,1 to 11,,Wash at 5:00 PM,4.0,4.0,8.0,7.0,2,5.249999999999999
69,Appliance,I have time to do laundry this afternoon (around 5 PM). When should I start?,"Harrisburg, PA",,0 to 9,,Wash at 5:00 PM,6.0,6.0,8.0,9.0,2,6.85
69,Appliance,I have time to do laundry this afternoon (around 5 PM). When should I start?,"Harrisburg, PA",,0 to 9,,Wash at 2:00 PM,6.0,6.0,4.0,3.0,3,5.1499999999999995
69,Appliance,I have time to do laundry this afternoon (around 5 PM). When should I start?,"Harrisburg, PA",,0 to 9,,Wash at 9:00 PM,7.0,7.0,6.0,8.0,1,6.95
70,Appliance,Thinking of washing clothes around 4 PM. Good timing?,"Allentown, PA",,3 to 13,,Wash at 4:00 PM,4.0,4.0,7.0,8.0,3,5.2
70,Appliance,Thinking of washing clothes around 4 PM. Good timing?,"Allentown, PA",,3 to 13,,Wash at 1:00 AM,8.0,7.0,3.0,4.0,1,6.049999999999999
70,Appliance,Thinking of washing clothes around 4 PM. Good timing?,"Allentown, PA",,3 to 13,,Wash at 10:00 PM,7.0,6.0,4.0,5.0,2,5.749999999999999
71,Appliance,I have time to do laundry this afternoon (around 4 PM). When should I start?,"Erie, PA",,4 to 10,,Wash at 4:00 PM,6.0,6.0,8.0,9.0,1,6.85
71,Appliance,I have time to do laundry this afternoon (around 4 PM). When should I start?,"Erie, PA",,4 to 10,,Wash at 12:00 PM,6.0,6.0,3.0,2.0,3,4.8
71,Appliance,I have time to do laundry this afternoon (around 4 PM). When should I start?,"Erie, PA",,4 to 10,,Wash at 9:00 PM,7.0,6.0,4.0,3.0,2,5.449999999999999
72,Appliance,Thinking of washing clothes around 5 PM. Good timing?,"Scranton, PA",,1 to 3,,Wash at 5:00 PM,4.0,4.0,7.0,8.0,3,5.2
72,Appliance,Thinking of washing clothes around 5 PM. Good timing?,"Scranton, PA",,1 to 3,,Wash at 1:00 AM,8.0,7.0,3.0,4.0,2,6.049999999999999
72,Appliance,Thinking of washing clothes around 5 PM. Good timing?,"Scranton, PA",,1 to 3,,Wash at 7:00 PM,5.0,5.0,8.0,9.0,1,6.199999999999999
73,Appliance,It's late (around 7 PM) but I need to wash clothes. Should I do it now?,"Bethlehem, PA",,2 to 22,,Wash at 7:00 PM,4.0,4.0,8.0,9.0,2,5.549999999999999
73,Appliance,It's late (around 7 PM) but I need to wash clothes. Should I do it now?,"Bethlehem, PA",,2 to 22,,Wash at 2:00 PM,2.0,2.0,1.0,1.0,3,1.6499999999999997
73,Appliance,It's late (around 7 PM) but I need to wash clothes. Should I do it now?,"Bethlehem, PA",,2 to 22,,Wash at 1:00 AM,8.0,7.0,3.0,2.0,1,5.749999999999999
74,Appliance,I want to run a load of laundry around 5 PM. When's the best time?,"Reading, PA",,2 to 12,,Wash at 5:00 PM,6.0,6.0,8.0,9.0,2,6.85
74,Appliance,I want to run a load of laundry around 5 PM. When's the best time?,"Reading, PA",,2 to 12,,Wash at 10:00 PM,8.0,7.0,6.0,7.0,1,7.1
74,Appliance,I want to run a load of laundry around 5 PM. When's the best time?,"Reading, PA",,2 to 12,,Wash at 1:00 AM,8.0,7.0,3.0,2.0,3,5.749999999999999
75,Appliance,Planning to run the washing machine around 9 PM. Is that okay or should I wait?,"York, PA",,0 to 8,,Wash at 9:00 PM,6.0,6.0,7.0,8.0,1,6.5
75,Appliance,Planning to run the washing machine around 9 PM. Is that okay or should I wait?,"York, PA",,0 to 8,,Wash at 12:00 AM,8.0,7.0,4.0,3.0,2,6.1
75,Appliance,Planning to run the washing machine around 9 PM. Is that okay or should I wait?,"York, PA",,0 to 8,,Wash at 2:00 PM,7.0,6.0,4.0,5.0,3,5.749999999999999
76,Appliance,My laundry is ready to dry (around 2 PM). Should I run the dryer now or wait?,"Philadelphia, PA",,0 to 7,,Dry at 2:00 PM,7.0,7.0,8.0,9.0,1,7.5
76,Appliance,My laundry is ready to dry (around 2 PM). Should I run the dryer now or wait?,"Philadelphia, PA",,0 to 7,,Dry at 9:00 PM,7.0,7.0,6.0,8.0,2,6.95
76,Appliance,My laundry is ready to dry (around 2 PM). Should I run the dryer now or wait?,"Philadelphia, PA",,0 to 7,,Dry at 5:00 PM,6.0,6.0,7.0,8.0,3,6.5
77,Appliance,Planning to run the dryer around 2 PM. Is that a good time?,"Lancaster, PA",,2 to 12,,Dry at 2:00 PM,3.0,4.0,8.0,7.0,3,4.95
77,Appliance,Planning to run the dryer around 2 PM. Is that a good time?,"Lancaster, PA",,2 to 12,,Dry at 12:00 AM,8.0,7.0,3.0,2.0,1,5.749999999999999
77,Appliance,Planning to run the dryer around 2 PM. Is that a good time?,"Lancaster, PA",,2 to 12,,Dry at 11:00 PM,7.0,6.0,4.0,3.0,2,5.449999999999999
78,Appliance,I'm ready to dry clothes (around 1 AM). When should I start the dryer?,"Pittsburgh, PA",,2 to 22,,Dry at 1:00 AM,8.0,7.0,6.0,4.0,1,6.6499999999999995
78,Appliance,I'm ready to dry clothes (around 1 AM). When should I start the dryer?,"Pittsburgh, PA",,2 to 22,,Dry at 2:00 PM,3.0,4.0,2.0,1.0,3,2.8499999999999996
78,Appliance,I'm ready to dry clothes (around 1 AM). When should I start the dryer?,"Pittsburgh, PA",,2 to 22,,Dry at 8:00 PM,3.0,4.0,2.0,1.0,2,2.8499999999999996
79,Appliance,I'm ready to dry clothes (around 8 PM). When should I start the dryer?,"Harrisburg, PA",,1 to 3,,Dry at 8:00 PM,6.0,6.0,8.0,9.0,1,6.85
79,Appliance,I'm ready to dry clothes (around 8 PM). When should I start the dryer?,"Harrisburg, PA",,1 to 3,,Dry at 10:00 AM,7.0,6.0,2.0,3.0,2,5.05
79,Appliance,I'm ready to dry clothes (around 8 PM). When should I start the dryer?,"Harrisburg, PA",,1 to 3,,Dry at 4:00 PM,2.0,3.0,1.0,2.0,3,2.15
80,Appliance,Planning to run the dryer around 1 AM. Is that the best time?,"Allentown, PA",,0 to 6,,Dry at 1:00 AM,8.0,7.0,4.0,3.0,2,6.1
80,Appliance,Planning to run the dryer around 1 AM. Is that the best time?,"Allentown, PA",,0 to 6,,Dry at 9:00 PM,6.0,6.0,8.0,9.0,1,6.85
80,Appliance,Planning to run the dryer around 1 AM. Is that the best time?,"Allentown, PA",,0 to 6,,Dry at 4:00 PM,3.0,4.0,8.0,9.0,3,5.25
81,Appliance,It's late (around midnight) and I need to dry laundry. Should I start now or delay?,"Erie, PA",,0 to 6,,Dry at 12:00 AM,8.0,7.0,3.0,4.0,1,6.049999999999999
81,Appliance,It's late (around midnight) and I need to dry laundry. Should I start now or delay?,"Erie, PA",,0 to 6,,Dry at 7:00 PM,5.0,5.0,2.0,3.0,3,4.1
81,Appliance,It's late (around midnight) and I need to dry laundry. Should I start now or delay?,"Erie, PA",,0 to 6,,Dry at 3:00 PM,5.0,5.0,2.0,3.0,2,4.1
82,Appliance,I'm ready to dry clothes (around midnight). When should I start the dryer?,"Scranton, PA",,3 to 13,,Dry at 12:00 AM,8.0,7.0,6.0,4.0,2,6.6499999999999995
82,Appliance,I'm ready to dry clothes (around midnight). When should I start the dryer?,"Scranton, PA",,3 to 13,,Dry at 10:00 PM,7.0,6.0,8.0,9.0,1,7.149999999999999
82,Appliance,I'm ready to dry clothes (around midnight). When should I start the dryer?,"Scranton, PA",,3 to 13,,Dry at 4:00 PM,2.0,3.0,1.0,1.0,3,1.9999999999999998
83,Appliance,My laundry is ready to dry (around 4 PM). Should I run the dryer now or wait?,"Bethlehem, PA",,2 to 22,,Dry at 4:00 PM,6.0,6.0,8.0,9.0,1,6.85
83,Appliance,My laundry is ready to dry (around 4 PM). Should I run the dryer now or wait?,"Bethlehem, PA",,2 to 22,,Dry at 10:00 PM,7.0,6.0,4.0,3.0,3,5.449999999999999
83,Appliance,My laundry is ready to dry (around 4 PM). Should I run the dryer now or wait?,"Bethlehem, PA",,2 to 22,,Dry at 6:00 AM,8.0,7.0,3.0,4.0,2,6.049999999999999
84,Appliance,Planning to run the dryer around 3 PM. Is that a good time?,"Reading, PA",,5 to 25,,Dry at 3:00 PM,4.0,4.0,7.0,8.0,3,5.2
84,Appliance,Planning to run the dryer around 3 PM. Is that a good time?,"Reading, PA",,5 to 25,,Dry at 11:00 PM,8.0,7.0,4.0,3.0,1,6.1
84,Appliance,Planning to run the dryer around 3 PM. Is that a good time?,"Reading, PA",,5 to 25,,Dry at 1:00 AM,8.0,7.0,3.0,4.0,2,6.049999999999999
85,Appliance,When should I do dishes today?,"York, PA",,0 to 10,,Run dishwasher at 7:00 PM,5.0,5.0,8.0,9.0,2,6.199999999999999
85,Appliance,When should I do dishes today?,"York, PA",,0 to 10,,Run dishwasher at 10:00 PM,7.0,6.0,6.0,8.0,1,6.6
85,Appliance,When should I do dishes today?,"York, PA",,0 to 10,,Run dishwasher at 1:00 AM,8.0,7.0,3.0,4.0,3,6.049999999999999
86,Shower,What's the ideal shower length?,"Erie, PA",28,,standard,6,6.0,6.0,7.0,8.0,1,6.5
86,Shower,What's the ideal shower length?,"Erie, PA",28,,standard,9,2.0,2.0,8.0,4.0,3,3.5
86,Shower,What's the ideal shower length?,"Erie, PA",28,,standard,12,2.0,2.0,8.0,4.0,2,3.5
87,Shower,What's the ideal shower length?,"Scranton, PA",32,,standard,5,5.0,5.0,5.0,8.0,1,5.45
87,Shower,What's the ideal shower length?,"Scranton, PA",32,,standard,7,4.0,4.0,6.0,7.0,2,4.85
87,Shower,What's the ideal shower length?,"Scranton, PA",32,,standard,10,1.0,1.0,8.0,2.0,3,2.55
88,Shower,What's the ideal shower length?,"Bethlehem, PA",60,,low_flow,5,6.0,6.0,7.0,8.0,1,6.5
88,Shower,What's the ideal shower length?,"Bethlehem, PA",60,,low_flow,10,2.0,2.0,8.0,4.0,2,3.5
88,Shower,What's the ideal shower length?,"Bethlehem, PA",60,,low_flow,15,2.0,2.0,8.0,3.0,3,3.3499999999999996
89,Shower,How long should my showers be?,"Reading, PA",82,,standard,5,7.0,7.0,8.0,9.0,1,7.5
89,Shower,How long should my showers be?,"Reading, PA",82,,standard,8,6.0,6.0,7.0,8.0,2,6.5
89,Shower,How long should my showers be?,"Reading, PA",82,,standard,12,3.0,3.0,8.0,6.0,3,4.449999999999999
90,Shower,How long should my showers be?,"York, PA",48,,standard,5,7.0,7.0,8.0,9.0,1,7.5
90,Shower,How long should my showers be?,"York, PA",48,,standard,10,2.0,2.0,8.0,4.0,3,3.5
90,Shower,How long should my showers be?,"York, PA",48,,standard,15,3.0,3.0,8.0,6.0,2,4.449999999999999
91,Shower,How long should my showers be?,"West Chester, PA",58,,low_flow,5,7.0,7.0,6.0,8.0,1,6.95
91,Shower,How long should my showers be?,"West Chester, PA",58,,low_flow,7,6.0,6.0,7.0,8.0,2,6.5
91,Shower,How long should my showers be?,"West Chester, PA",58,,low_flow,10,2.0,2.0,8.0,4.0,3,3.5
92,Shower,How long should my showers be?,"State College, PA",30,,standard,6,6.0,6.0,6.0,8.0,1,6.3
92,Shower,How long should my showers be?,"State College, PA",30,,standard,10,2.0,2.0,8.0,4.0,2,3.5
92,Shower,How long should my showers be?,"State College, PA",30,,standard,15,2.0,2.0,8.0,3.0,3,3.3499999999999996
93,Shower,How long should my showers be?,"Doylestown, PA",85,,standard,6,7.0,7.0,8.0,9.0,1,7.5
93,Shower,How long should my showers be?,"Doylestown, PA",85,,standard,9,2.0,2.0,8.0,6.0,2,3.8
93,Shower,How long should my showers be?,"Doylestown, PA",85,,standard,12,2.0,2.0,8.0,4.0,3,3.5
94,Shower,What's the ideal shower length?,"Media, PA",52,,low_flow,5,7.0,7.0,8.0,9.0,1,7.5
94,Shower,What's the ideal shower length?,"Media, PA",52,,low_flow,8,4.0,4.0,7.0,6.0,2,4.9
94,Shower,What's the ideal shower length?,"Media, PA",52,,low_flow,12,2.0,2.0,8.0,4.0,3,3.5
95,Shower,What's the ideal shower length?,"Norristown, PA",35,,standard,6,6.0,6.0,7.0,8.0,1,6.5
95,Shower,What's the ideal shower length?,"Norristown, PA",35,,standard,10,2.0,2.0,8.0,3.0,3,3.3499999999999996
95,Shower,What's the ideal shower length?,"Norristown, PA",35,,standard,15,2.0,2.0,8.0,3.0,2,3.3499999999999996
96,Shower,What's the ideal shower length?,"King of Prussia, PA",62,,standard,6,6.0,6.0,7.0,8.0,1,6.5
96,Shower,What's the ideal shower length?,"King of Prussia, PA",62,,standard,9,2.0,2.0,8.0,4.0,3,3.5
96,Shower,What's the ideal shower length?,"King of Prussia, PA",62,,standard,12,2.0,2.0,8.0,4.0,2,3.5
97,Shower,How long should my showers be?,"Pottstown, PA",78,,standard,5,6.0,6.0,7.0,8.0,2,6.5
97,Shower,How long should my showers be?,"Pottstown, PA",78,,standard,8,6.0,6.0,8.0,8.0,1,6.7
97,Shower,How long should my showers be?,"Pottstown, PA",78,,standard,12,2.0,2.0,8.0,6.0,3,3.8
98,Shower,What's the ideal shower length?,"Exton, PA",55,,standard,6,5.0,5.0,6.0,7.0,1,5.5
98,Shower,What's the ideal shower length?,"Exton, PA",55,,standard,9,2.0,2.0,8.0,4.0,3,3.5
98,Shower,What's the ideal shower length?,"Exton, PA",55,,standard,12,2.0,2.0,8.0,4.0,2,3.5
99,Shower,What's the ideal shower length?,"Newtown, PA",33,,standard,5,6.0,6.0,7.0,8.0,1,6.5
99,Shower,What's the ideal shower length?,"Newtown, PA",33,,standard,7,4.0,4.0,6.0,7.0,2,4.85
99,Shower,What's the ideal shower length?,"Newtown, PA",33,,standard,10,2.0,2.0,8.0,4.0,3,3.5
100,Shower,What's the ideal shower length?,"Wilkes-Barre, PA",58,,low_flow,2,9.0,9.0,3.0,4.0,1,7.049999999999999
100,Shower,What's the ideal shower length?,"Wilkes-Barre, PA",58,,low_flow,16,2.0,2.0,8.0,3.0,2,3.3499999999999996
100,Shower,What's the ideal shower length?,"Wilkes-Barre, PA",58,,low_flow,29,0.0,0.0,0.0,0.0,3,0.0
