number_id,value,where_in_paper,quoted_context,source_file,source_sheet_or_column,computing_script,model,decision_type,basis_notes,status
D12a_ensemble_A_D_tau_deepseek_HVAC,-0.1238,not in paper,,Output Files <model>/<arch>_results_run_01..05.xlsx,energy_cost..practicality,Analysis/pass5/d12_analyses.py,deepseek,HVAC,"criterion scores averaged over the runs in which the scenario succeeded (mean 4.99), ranked with sentinel_utils.apply_mavt_ranking, scored once; per-run mean (number of record) -0.102, diff -0.022",new
D12a_ensemble_A_D_top1_deepseek_HVAC,0.1714,not in paper,,Output Files <model>/<arch>_results_run_01..05.xlsx,energy_cost..practicality,Analysis/pass5/d12_analyses.py,deepseek,HVAC,"criterion scores averaged over the runs in which the scenario succeeded (mean 4.99), ranked with sentinel_utils.apply_mavt_ranking, scored once; per-run mean (number of record) 0.198, diff -0.026",new
D12a_ensemble_A_D_mae_deepseek_HVAC,0.184,not in paper,,Output Files <model>/<arch>_results_run_01..05.xlsx,energy_cost..practicality,Analysis/pass5/d12_analyses.py,deepseek,HVAC,"criterion scores averaged over the runs in which the scenario succeeded (mean 4.99), ranked with sentinel_utils.apply_mavt_ranking, scored once; per-run mean (number of record) 0.215, diff -0.031",new
D12a_ensemble_A_D_tau_deepseek_Appliance,-0.0564,not in paper,,Output Files <model>/<arch>_results_run_01..05.xlsx,energy_cost..practicality,Analysis/pass5/d12_analyses.py,deepseek,Appliance,"criterion scores averaged over the runs in which the scenario succeeded (mean 4.95), ranked with sentinel_utils.apply_mavt_ranking, scored once; per-run mean (number of record) 0.029, diff -0.086",new
D12a_ensemble_A_D_top1_deepseek_Appliance,0.3231,not in paper,,Output Files <model>/<arch>_results_run_01..05.xlsx,energy_cost..practicality,Analysis/pass5/d12_analyses.py,deepseek,Appliance,"criterion scores averaged over the runs in which the scenario succeeded (mean 4.95), ranked with sentinel_utils.apply_mavt_ranking, scored once; per-run mean (number of record) 0.317, diff +0.006",new
D12a_ensemble_A_D_mae_deepseek_Appliance,0.2578,not in paper,,Output Files <model>/<arch>_results_run_01..05.xlsx,energy_cost..practicality,Analysis/pass5/d12_analyses.py,deepseek,Appliance,"criterion scores averaged over the runs in which the scenario succeeded (mean 4.95), ranked with sentinel_utils.apply_mavt_ranking, scored once; per-run mean (number of record) 0.272, diff -0.014",new
D12a_ensemble_A_D_tau_deepseek_Shower,0.7222,not in paper,,Output Files <model>/<arch>_results_run_01..05.xlsx,energy_cost..practicality,Analysis/pass5/d12_analyses.py,deepseek,Shower,"criterion scores averaged over the runs in which the scenario succeeded (mean 4.95), ranked with sentinel_utils.apply_mavt_ranking, scored once; per-run mean (number of record) 0.558, diff +0.165",new
D12a_ensemble_A_D_top1_deepseek_Shower,0.75,not in paper,,Output Files <model>/<arch>_results_run_01..05.xlsx,energy_cost..practicality,Analysis/pass5/d12_analyses.py,deepseek,Shower,"criterion scores averaged over the runs in which the scenario succeeded (mean 4.95), ranked with sentinel_utils.apply_mavt_ranking, scored once; per-run mean (number of record) 0.619, diff +0.131",new
D12a_ensemble_A_D_mae_deepseek_Shower,0.1817,not in paper,,Output Files <model>/<arch>_results_run_01..05.xlsx,energy_cost..practicality,Analysis/pass5/d12_analyses.py,deepseek,Shower,"criterion scores averaged over the runs in which the scenario succeeded (mean 4.95), ranked with sentinel_utils.apply_mavt_ranking, scored once; per-run mean (number of record) 0.207, diff -0.026",new
D12a_ensemble_A_E_tau_deepseek_Overall,0.3368,not in paper,,Output Files <model>/<arch>_results_run_01..05.xlsx,energy_cost..practicality,Analysis/pass5/d12_analyses.py,deepseek,Overall,"criterion scores averaged over the runs in which the scenario succeeded (mean 5.00), ranked with sentinel_utils.apply_mavt_ranking, scored once; per-run mean (number of record) 0.307, diff +0.030; scenario-level Wilcoxon vs run-mean p_Holm(8) 1",new
D12a_ensemble_A_E_top1_deepseek_Overall,0.5641,not in paper,,Output Files <model>/<arch>_results_run_01..05.xlsx,energy_cost..practicality,Analysis/pass5/d12_analyses.py,deepseek,Overall,"criterion scores averaged over the runs in which the scenario succeeded (mean 5.00), ranked with sentinel_utils.apply_mavt_ranking, scored once; per-run mean (number of record) 0.535, diff +0.029; scenario-level Wilcoxon vs run-mean p_Holm(8) 1",new
D12a_ensemble_A_E_mae_deepseek_Overall,0.1583,not in paper,,Output Files <model>/<arch>_results_run_01..05.xlsx,energy_cost..practicality,Analysis/pass5/d12_analyses.py,deepseek,Overall,"criterion scores averaged over the runs in which the scenario succeeded (mean 5.00), ranked with sentinel_utils.apply_mavt_ranking, scored once; per-run mean (number of record) 0.168, diff -0.009",new
D12a_ensemble_A_E_tau_deepseek_HVAC,0.0476,not in paper,,Output Files <model>/<arch>_results_run_01..05.xlsx,energy_cost..practicality,Analysis/pass5/d12_analyses.py,deepseek,HVAC,"criterion scores averaged over the runs in which the scenario succeeded (mean 5.00), ranked with sentinel_utils.apply_mavt_ranking, scored once; per-run mean (number of record) 0.042, diff +0.006",new
D12a_ensemble_A_E_top1_deepseek_HVAC,0.3286,not in paper,,Output Files <model>/<arch>_results_run_01..05.xlsx,energy_cost..practicality,Analysis/pass5/d12_analyses.py,deepseek,HVAC,"criterion scores averaged over the runs in which the scenario succeeded (mean 5.00), ranked with sentinel_utils.apply_mavt_ranking, scored once; per-run mean (number of record) 0.329, diff +0.000",new
D12a_ensemble_A_E_mae_deepseek_HVAC,0.1487,not in paper,,Output Files <model>/<arch>_results_run_01..05.xlsx,energy_cost..practicality,Analysis/pass5/d12_analyses.py,deepseek,HVAC,"criterion scores averaged over the runs in which the scenario succeeded (mean 5.00), ranked with sentinel_utils.apply_mavt_ranking, scored once; per-run mean (number of record) 0.155, diff -0.007",new
D12a_ensemble_A_E_tau_deepseek_Appliance,0.4051,not in paper,,Output Files <model>/<arch>_results_run_01..05.xlsx,energy_cost..practicality,Analysis/pass5/d12_analyses.py,deepseek,Appliance,"criterion scores averaged over the runs in which the scenario succeeded (mean 5.00), ranked with sentinel_utils.apply_mavt_ranking, scored once; per-run mean (number of record) 0.417, diff -0.012",new
D12a_ensemble_A_E_top1_deepseek_Appliance,0.7077,not in paper,,Output Files <model>/<arch>_results_run_01..05.xlsx,energy_cost..practicality,Analysis/pass5/d12_analyses.py,deepseek,Appliance,"criterion scores averaged over the runs in which the scenario succeeded (mean 5.00), ranked with sentinel_utils.apply_mavt_ranking, scored once; per-run mean (number of record) 0.702, diff +0.006",new
D12a_ensemble_A_E_mae_deepseek_Appliance,0.1941,not in paper,,Output Files <model>/<arch>_results_run_01..05.xlsx,energy_cost..practicality,Analysis/pass5/d12_analyses.py,deepseek,Appliance,"criterion scores averaged over the runs in which the scenario succeeded (mean 5.00), ranked with sentinel_utils.apply_mavt_ranking, scored once; per-run mean (number of record) 0.207, diff -0.013",new
D12a_ensemble_A_E_tau_deepseek_Shower,0.6,not in paper,,Output Files <model>/<arch>_results_run_01..05.xlsx,energy_cost..practicality,Analysis/pass5/d12_analyses.py,deepseek,Shower,"criterion scores averaged over the runs in which the scenario succeeded (mean 5.00), ranked with sentinel_utils.apply_mavt_ranking, scored once; per-run mean (number of record) 0.496, diff +0.104",new
D12a_ensemble_A_E_top1_deepseek_Shower,0.6833,not in paper,,Output Files <model>/<arch>_results_run_01..05.xlsx,energy_cost..practicality,Analysis/pass5/d12_analyses.py,deepseek,Shower,"criterion scores averaged over the runs in which the scenario succeeded (mean 5.00), ranked with sentinel_utils.apply_mavt_ranking, scored once; per-run mean (number of record) 0.597, diff +0.087",new
D12a_ensemble_A_E_mae_deepseek_Shower,0.1307,not in paper,,Output Files <model>/<arch>_results_run_01..05.xlsx,energy_cost..practicality,Analysis/pass5/d12_analyses.py,deepseek,Shower,"criterion scores averaged over the runs in which the scenario succeeded (mean 5.00), ranked with sentinel_utils.apply_mavt_ranking, scored once; per-run mean (number of record) 0.140, diff -0.009",new
D12a_ensemble_A_D_tau_gemini_Overall,0.1692,not in paper,,Output Files <model>/<arch>_results_run_01..05.xlsx,energy_cost..practicality,Analysis/pass5/d12_analyses.py,gemini,Overall,"criterion scores averaged over the runs in which the scenario succeeded (mean 5.00), ranked with sentinel_utils.apply_mavt_ranking, scored once; per-run mean (number of record) 0.176, diff -0.007; scenario-level Wilcoxon vs run-mean p_Holm(8) 1",new
D12a_ensemble_A_D_top1_gemini_Overall,0.359,not in paper,,Output Files <model>/<arch>_results_run_01..05.xlsx,energy_cost..practicality,Analysis/pass5/d12_analyses.py,gemini,Overall,"criterion scores averaged over the runs in which the scenario succeeded (mean 5.00), ranked with sentinel_utils.apply_mavt_ranking, scored once; per-run mean (number of record) 0.362, diff -0.003; scenario-level Wilcoxon vs run-mean p_Holm(8) 1",new
D12a_ensemble_A_D_mae_gemini_Overall,0.2157,not in paper,,Output Files <model>/<arch>_results_run_01..05.xlsx,energy_cost..practicality,Analysis/pass5/d12_analyses.py,gemini,Overall,"criterion scores averaged over the runs in which the scenario succeeded (mean 5.00), ranked with sentinel_utils.apply_mavt_ranking, scored once; per-run mean (number of record) 0.219, diff -0.003",new
D12a_ensemble_A_D_tau_gemini_HVAC,-0.0476,not in paper,,Output Files <model>/<arch>_results_run_01..05.xlsx,energy_cost..practicality,Analysis/pass5/d12_analyses.py,gemini,HVAC,"criterion scores averaged over the runs in which the scenario succeeded (mean 5.00), ranked with sentinel_utils.apply_mavt_ranking, scored once; per-run mean (number of record) -0.032, diff -0.015",new
D12a_ensemble_A_D_top1_gemini_HVAC,0.2429,not in paper,,Output Files <model>/<arch>_results_run_01..05.xlsx,energy_cost..practicality,Analysis/pass5/d12_analyses.py,gemini,HVAC,"criterion scores averaged over the runs in which the scenario succeeded (mean 5.00), ranked with sentinel_utils.apply_mavt_ranking, scored once; per-run mean (number of record) 0.254, diff -0.011",new
D12a_ensemble_A_D_mae_gemini_HVAC,0.2378,not in paper,,Output Files <model>/<arch>_results_run_01..05.xlsx,energy_cost..practicality,Analysis/pass5/d12_analyses.py,gemini,HVAC,"criterion scores averaged over the runs in which the scenario succeeded (mean 5.00), ranked with sentinel_utils.apply_mavt_ranking, scored once; per-run mean (number of record) 0.241, diff -0.003",new
D12a_ensemble_A_D_tau_gemini_Appliance,-0.0256,not in paper,,Output Files <model>/<arch>_results_run_01..05.xlsx,energy_cost..practicality,Analysis/pass5/d12_analyses.py,gemini,Appliance,"criterion scores averaged over the runs in which the scenario succeeded (mean 5.00), ranked with sentinel_utils.apply_mavt_ranking, scored once; per-run mean (number of record) -0.022, diff -0.004",new
D12a_ensemble_A_D_top1_gemini_Appliance,0.2308,not in paper,,Output Files <model>/<arch>_results_run_01..05.xlsx,energy_cost..practicality,Analysis/pass5/d12_analyses.py,gemini,Appliance,"criterion scores averaged over the runs in which the scenario succeeded (mean 5.00), ranked with sentinel_utils.apply_mavt_ranking, scored once; per-run mean (number of record) 0.249, diff -0.018",new
D12a_ensemble_A_D_mae_gemini_Appliance,0.2676,not in paper,,Output Files <model>/<arch>_results_run_01..05.xlsx,energy_cost..practicality,Analysis/pass5/d12_analyses.py,gemini,Appliance,"criterion scores averaged over the runs in which the scenario succeeded (mean 5.00), ranked with sentinel_utils.apply_mavt_ranking, scored once; per-run mean (number of record) 0.272, diff -0.004",new
D12a_ensemble_A_D_tau_gemini_Shower,0.6333,not in paper,,Output Files <model>/<arch>_results_run_01..05.xlsx,energy_cost..practicality,Analysis/pass5/d12_analyses.py,gemini,Shower,"criterion scores averaged over the runs in which the scenario succeeded (mean 5.00), ranked with sentinel_utils.apply_mavt_ranking, scored once; per-run mean (number of record) 0.633, diff -0.000",new
D12a_ensemble_A_D_top1_gemini_Shower,0.6333,not in paper,,Output Files <model>/<arch>_results_run_01..05.xlsx,energy_cost..practicality,Analysis/pass5/d12_analyses.py,gemini,Shower,"criterion scores averaged over the runs in which the scenario succeeded (mean 5.00), ranked with sentinel_utils.apply_mavt_ranking, scored once; per-run mean (number of record) 0.610, diff +0.023",new
D12a_ensemble_A_D_mae_gemini_Shower,0.1336,not in paper,,Output Files <model>/<arch>_results_run_01..05.xlsx,energy_cost..practicality,Analysis/pass5/d12_analyses.py,gemini,Shower,"criterion scores averaged over the runs in which the scenario succeeded (mean 5.00), ranked with sentinel_utils.apply_mavt_ranking, scored once; per-run mean (number of record) 0.136, diff -0.002",new
D12a_ensemble_A_E_tau_gemini_Overall,0.2855,not in paper,,Output Files <model>/<arch>_results_run_01..05.xlsx,energy_cost..practicality,Analysis/pass5/d12_analyses.py,gemini,Overall,"criterion scores averaged over the runs in which the scenario succeeded (mean 4.95), ranked with sentinel_utils.apply_mavt_ranking, scored once; per-run mean (number of record) 0.310, diff -0.024; scenario-level Wilcoxon vs run-mean p_Holm(8) 0.336",new
D12a_ensemble_A_E_top1_gemini_Overall,0.4667,not in paper,,Output Files <model>/<arch>_results_run_01..05.xlsx,energy_cost..practicality,Analysis/pass5/d12_analyses.py,gemini,Overall,"criterion scores averaged over the runs in which the scenario succeeded (mean 4.95), ranked with sentinel_utils.apply_mavt_ranking, scored once; per-run mean (number of record) 0.487, diff -0.020; scenario-level Wilcoxon vs run-mean p_Holm(8) 0.124",new
D12a_ensemble_A_E_mae_gemini_Overall,0.1553,not in paper,,Output Files <model>/<arch>_results_run_01..05.xlsx,energy_cost..practicality,Analysis/pass5/d12_analyses.py,gemini,Overall,"criterion scores averaged over the runs in which the scenario succeeded (mean 4.95), ranked with sentinel_utils.apply_mavt_ranking, scored once; per-run mean (number of record) 0.158, diff -0.003",new
D12a_ensemble_A_E_tau_gemini_HVAC,-0.181,not in paper,,Output Files <model>/<arch>_results_run_01..05.xlsx,energy_cost..practicality,Analysis/pass5/d12_analyses.py,gemini,HVAC,"criterion scores averaged over the runs in which the scenario succeeded (mean 4.96), ranked with sentinel_utils.apply_mavt_ranking, scored once; per-run mean (number of record) -0.116, diff -0.065",new
D12a_ensemble_A_E_top1_gemini_HVAC,0.1143,not in paper,,Output Files <model>/<arch>_results_run_01..05.xlsx,energy_cost..practicality,Analysis/pass5/d12_analyses.py,gemini,HVAC,"criterion scores averaged over the runs in which the scenario succeeded (mean 4.96), ranked with sentinel_utils.apply_mavt_ranking, scored once; per-run mean (number of record) 0.153, diff -0.039",new
D12a_ensemble_A_E_mae_gemini_HVAC,0.1992,not in paper,,Output Files <model>/<arch>_results_run_01..05.xlsx,energy_cost..practicality,Analysis/pass5/d12_analyses.py,gemini,HVAC,"criterion scores averaged over the runs in which the scenario succeeded (mean 4.96), ranked with sentinel_utils.apply_mavt_ranking, scored once; per-run mean (number of record) 0.203, diff -0.004",new
D12a_ensemble_A_E_tau_gemini_Appliance,0.3538,not in paper,,Output Files <model>/<arch>_results_run_01..05.xlsx,energy_cost..practicality,Analysis/pass5/d12_analyses.py,gemini,Appliance,"criterion scores averaged over the runs in which the scenario succeeded (mean 4.89), ranked with sentinel_utils.apply_mavt_ranking, scored once; per-run mean (number of record) 0.344, diff +0.010",new
D12a_ensemble_A_E_top1_gemini_Appliance,0.5538,not in paper,,Output Files <model>/<arch>_results_run_01..05.xlsx,energy_cost..practicality,Analysis/pass5/d12_analyses.py,gemini,Appliance,"criterion scores averaged over the runs in which the scenario succeeded (mean 4.89), ranked with sentinel_utils.apply_mavt_ranking, scored once; per-run mean (number of record) 0.563, diff -0.009",new
D12a_ensemble_A_E_mae_gemini_Appliance,0.1548,not in paper,,Output Files <model>/<arch>_results_run_01..05.xlsx,energy_cost..practicality,Analysis/pass5/d12_analyses.py,gemini,Appliance,"criterion scores averaged over the runs in which the scenario succeeded (mean 4.89), ranked with sentinel_utils.apply_mavt_ranking, scored once; per-run mean (number of record) 0.159, diff -0.005",new
D12a_ensemble_A_E_tau_gemini_Shower,0.7556,not in paper,,Output Files <model>/<arch>_results_run_01..05.xlsx,energy_cost..practicality,Analysis/pass5/d12_analyses.py,gemini,Shower,"criterion scores averaged over the runs in which the scenario succeeded (mean 5.00), ranked with sentinel_utils.apply_mavt_ranking, scored once; per-run mean (number of record) 0.767, diff -0.011",new
D12a_ensemble_A_E_top1_gemini_Shower,0.7833,not in paper,,Output Files <model>/<arch>_results_run_01..05.xlsx,energy_cost..practicality,Analysis/pass5/d12_analyses.py,gemini,Shower,"criterion scores averaged over the runs in which the scenario succeeded (mean 5.00), ranked with sentinel_utils.apply_mavt_ranking, scored once; per-run mean (number of record) 0.793, diff -0.010",new
D12a_ensemble_A_E_mae_gemini_Shower,0.1045,not in paper,,Output Files <model>/<arch>_results_run_01..05.xlsx,energy_cost..practicality,Analysis/pass5/d12_analyses.py,gemini,Shower,"criterion scores averaged over the runs in which the scenario succeeded (mean 5.00), ranked with sentinel_utils.apply_mavt_ranking, scored once; per-run mean (number of record) 0.106, diff -0.001",new
D12a_ensemble_A_D_tau_gptoss_Overall,0.053,not in paper,,Output Files <model>/<arch>_results_run_01..05.xlsx,energy_cost..practicality,Analysis/pass5/d12_analyses.py,gptoss,Overall,"criterion scores averaged over the runs in which the scenario succeeded (mean 5.00), ranked with sentinel_utils.apply_mavt_ranking, scored once; per-run mean (number of record) 0.041, diff +0.012; scenario-level Wilcoxon vs run-mean p_Holm(8) 1",new
D12a_ensemble_A_D_top1_gptoss_Overall,0.3385,not in paper,,Output Files <model>/<arch>_results_run_01..05.xlsx,energy_cost..practicality,Analysis/pass5/d12_analyses.py,gptoss,Overall,"criterion scores averaged over the runs in which the scenario succeeded (mean 5.00), ranked with sentinel_utils.apply_mavt_ranking, scored once; per-run mean (number of record) 0.333, diff +0.005; scenario-level Wilcoxon vs run-mean p_Holm(8) 1",new
D12a_ensemble_A_D_mae_gptoss_Overall,0.2298,not in paper,,Output Files <model>/<arch>_results_run_01..05.xlsx,energy_cost..practicality,Analysis/pass5/d12_analyses.py,gptoss,Overall,"criterion scores averaged over the runs in which the scenario succeeded (mean 5.00), ranked with sentinel_utils.apply_mavt_ranking, scored once; per-run mean (number of record) 0.241, diff -0.011",new
D12a_ensemble_A_D_tau_gptoss_HVAC,0.2381,not in paper,,Output Files <model>/<arch>_results_run_01..05.xlsx,energy_cost..practicality,Analysis/pass5/d12_analyses.py,gptoss,HVAC,"criterion scores averaged over the runs in which the scenario succeeded (mean 5.00), ranked with sentinel_utils.apply_mavt_ranking, scored once; per-run mean (number of record) 0.135, diff +0.103",new
D12a_ensemble_A_D_top1_gptoss_HVAC,0.4857,not in paper,,Output Files <model>/<arch>_results_run_01..05.xlsx,energy_cost..practicality,Analysis/pass5/d12_analyses.py,gptoss,HVAC,"criterion scores averaged over the runs in which the scenario succeeded (mean 5.00), ranked with sentinel_utils.apply_mavt_ranking, scored once; per-run mean (number of record) 0.397, diff +0.089",new
D12a_ensemble_A_D_mae_gptoss_HVAC,0.1961,not in paper,,Output Files <model>/<arch>_results_run_01..05.xlsx,energy_cost..practicality,Analysis/pass5/d12_analyses.py,gptoss,HVAC,"criterion scores averaged over the runs in which the scenario succeeded (mean 5.00), ranked with sentinel_utils.apply_mavt_ranking, scored once; per-run mean (number of record) 0.208, diff -0.012",new
D12a_ensemble_A_D_tau_gptoss_Appliance,-0.1897,not in paper,,Output Files <model>/<arch>_results_run_01..05.xlsx,energy_cost..practicality,Analysis/pass5/d12_analyses.py,gptoss,Appliance,"criterion scores averaged over the runs in which the scenario succeeded (mean 5.00), ranked with sentinel_utils.apply_mavt_ranking, scored once; per-run mean (number of record) -0.147, diff -0.043",new
D12a_ensemble_A_D_top1_gptoss_Appliance,0.2615,not in paper,,Output Files <model>/<arch>_results_run_01..05.xlsx,energy_cost..practicality,Analysis/pass5/d12_analyses.py,gptoss,Appliance,"criterion scores averaged over the runs in which the scenario succeeded (mean 5.00), ranked with sentinel_utils.apply_mavt_ranking, scored once; per-run mean (number of record) 0.268, diff -0.006",new
D12a_ensemble_A_D_mae_gptoss_Appliance,0.2742,not in paper,,Output Files <model>/<arch>_results_run_01..05.xlsx,energy_cost..practicality,Analysis/pass5/d12_analyses.py,gptoss,Appliance,"criterion scores averaged over the runs in which the scenario succeeded (mean 5.00), ranked with sentinel_utils.apply_mavt_ranking, scored once; per-run mean (number of record) 0.289, diff -0.014",new
D12a_ensemble_A_D_tau_gptoss_Shower,0.1,not in paper,,Output Files <model>/<arch>_results_run_01..05.xlsx,energy_cost..practicality,Analysis/pass5/d12_analyses.py,gptoss,Shower,"criterion scores averaged over the runs in which the scenario succeeded (mean 5.00), ranked with sentinel_utils.apply_mavt_ranking, scored once; per-run mean (number of record) 0.133, diff -0.033",new
D12a_ensemble_A_D_top1_gptoss_Shower,0.25,not in paper,,Output Files <model>/<arch>_results_run_01..05.xlsx,energy_cost..practicality,Analysis/pass5/d12_analyses.py,gptoss,Shower,"criterion scores averaged over the runs in which the scenario succeeded (mean 5.00), ranked with sentinel_utils.apply_mavt_ranking, scored once; per-run mean (number of record) 0.330, diff -0.080",new
D12a_ensemble_A_D_mae_gptoss_Shower,0.2209,not in paper,,Output Files <model>/<arch>_results_run_01..05.xlsx,energy_cost..practicality,Analysis/pass5/d12_analyses.py,gptoss,Shower,"criterion scores averaged over the runs in which the scenario succeeded (mean 5.00), ranked with sentinel_utils.apply_mavt_ranking, scored once; per-run mean (number of record) 0.229, diff -0.008",new
D12a_ensemble_A_E_tau_gptoss_Overall,0.3402,not in paper,,Output Files <model>/<arch>_results_run_01..05.xlsx,energy_cost..practicality,Analysis/pass5/d12_analyses.py,gptoss,Overall,"criterion scores averaged over the runs in which the scenario succeeded (mean 5.00), ranked with sentinel_utils.apply_mavt_ranking, scored once; per-run mean (number of record) 0.272, diff +0.068; scenario-level Wilcoxon vs run-mean p_Holm(8) 0.0743",new
D12a_ensemble_A_E_top1_gptoss_Overall,0.5179,not in paper,,Output Files <model>/<arch>_results_run_01..05.xlsx,energy_cost..practicality,Analysis/pass5/d12_analyses.py,gptoss,Overall,"criterion scores averaged over the runs in which the scenario succeeded (mean 5.00), ranked with sentinel_utils.apply_mavt_ranking, scored once; per-run mean (number of record) 0.474, diff +0.044; scenario-level Wilcoxon vs run-mean p_Holm(8) 0.935",new
D12a_ensemble_A_E_mae_gptoss_Overall,0.1545,not in paper,,Output Files <model>/<arch>_results_run_01..05.xlsx,energy_cost..practicality,Analysis/pass5/d12_analyses.py,gptoss,Overall,"criterion scores averaged over the runs in which the scenario succeeded (mean 5.00), ranked with sentinel_utils.apply_mavt_ranking, scored once; per-run mean (number of record) 0.169, diff -0.014",new
D12a_ensemble_A_E_tau_gptoss_HVAC,0.3619,not in paper,,Output Files <model>/<arch>_results_run_01..05.xlsx,energy_cost..practicality,Analysis/pass5/d12_analyses.py,gptoss,HVAC,"criterion scores averaged over the runs in which the scenario succeeded (mean 5.00), ranked with sentinel_utils.apply_mavt_ranking, scored once; per-run mean (number of record) 0.265, diff +0.097",new
D12a_ensemble_A_E_top1_gptoss_HVAC,0.5714,not in paper,,Output Files <model>/<arch>_results_run_01..05.xlsx,energy_cost..practicality,Analysis/pass5/d12_analyses.py,gptoss,HVAC,"criterion scores averaged over the runs in which the scenario succeeded (mean 5.00), ranked with sentinel_utils.apply_mavt_ranking, scored once; per-run mean (number of record) 0.469, diff +0.103",new
D12a_ensemble_A_E_mae_gptoss_HVAC,0.1497,not in paper,,Output Files <model>/<arch>_results_run_01..05.xlsx,energy_cost..practicality,Analysis/pass5/d12_analyses.py,gptoss,HVAC,"criterion scores averaged over the runs in which the scenario succeeded (mean 5.00), ranked with sentinel_utils.apply_mavt_ranking, scored once; per-run mean (number of record) 0.166, diff -0.017",new
D12a_ensemble_A_E_tau_gptoss_Appliance,0.0154,not in paper,,Output Files <model>/<arch>_results_run_01..05.xlsx,energy_cost..practicality,Analysis/pass5/d12_analyses.py,gptoss,Appliance,"criterion scores averaged over the runs in which the scenario succeeded (mean 5.00), ranked with sentinel_utils.apply_mavt_ranking, scored once; per-run mean (number of record) -0.048, diff +0.064",new
D12a_ensemble_A_E_top1_gptoss_Appliance,0.3231,not in paper,,Output Files <model>/<arch>_results_run_01..05.xlsx,energy_cost..practicality,Analysis/pass5/d12_analyses.py,gptoss,Appliance,"criterion scores averaged over the runs in which the scenario succeeded (mean 5.00), ranked with sentinel_utils.apply_mavt_ranking, scored once; per-run mean (number of record) 0.305, diff +0.018",new
D12a_ensemble_A_E_mae_gptoss_Appliance,0.1981,not in paper,,Output Files <model>/<arch>_results_run_01..05.xlsx,energy_cost..practicality,Analysis/pass5/d12_analyses.py,gptoss,Appliance,"criterion scores averaged over the runs in which the scenario succeeded (mean 5.00), ranked with sentinel_utils.apply_mavt_ranking, scored once; per-run mean (number of record) 0.214, diff -0.016",new
D12a_ensemble_A_E_tau_gptoss_Shower,0.6667,not in paper,,Output Files <model>/<arch>_results_run_01..05.xlsx,energy_cost..practicality,Analysis/pass5/d12_analyses.py,gptoss,Shower,"criterion scores averaged over the runs in which the scenario succeeded (mean 5.00), ranked with sentinel_utils.apply_mavt_ranking, scored once; per-run mean (number of record) 0.629, diff +0.038",new
D12a_ensemble_A_E_top1_gptoss_Shower,0.6667,not in paper,,Output Files <model>/<arch>_results_run_01..05.xlsx,energy_cost..practicality,Analysis/pass5/d12_analyses.py,gptoss,Shower,"criterion scores averaged over the runs in which the scenario succeeded (mean 5.00), ranked with sentinel_utils.apply_mavt_ranking, scored once; per-run mean (number of record) 0.663, diff +0.003",new
D12a_ensemble_A_E_mae_gptoss_Shower,0.1128,not in paper,,Output Files <model>/<arch>_results_run_01..05.xlsx,energy_cost..practicality,Analysis/pass5/d12_analyses.py,gptoss,Shower,"criterion scores averaged over the runs in which the scenario succeeded (mean 5.00), ranked with sentinel_utils.apply_mavt_ranking, scored once; per-run mean (number of record) 0.124, diff -0.011",new
D12a_ensemble_A_D_tau_qwen_Overall,0.0017,not in paper,,Output Files <model>/<arch>_results_run_01..05.xlsx,energy_cost..practicality,Analysis/pass5/d12_analyses.py,qwen,Overall,"criterion scores averaged over the runs in which the scenario succeeded (mean 4.99), ranked with sentinel_utils.apply_mavt_ranking, scored once; per-run mean (number of record) 0.010, diff -0.008; scenario-level Wilcoxon vs run-mean p_Holm(8) 1",new
D12a_ensemble_A_D_top1_qwen_Overall,0.3179,not in paper,,Output Files <model>/<arch>_results_run_01..05.xlsx,energy_cost..practicality,Analysis/pass5/d12_analyses.py,qwen,Overall,"criterion scores averaged over the runs in which the scenario succeeded (mean 4.99), ranked with sentinel_utils.apply_mavt_ranking, scored once; per-run mean (number of record) 0.300, diff +0.018; scenario-level Wilcoxon vs run-mean p_Holm(8) 1",new
D12a_ensemble_A_D_mae_qwen_Overall,0.2217,not in paper,,Output Files <model>/<arch>_results_run_01..05.xlsx,energy_cost..practicality,Analysis/pass5/d12_analyses.py,qwen,Overall,"criterion scores averaged over the runs in which the scenario succeeded (mean 4.99), ranked with sentinel_utils.apply_mavt_ranking, scored once; per-run mean (number of record) 0.235, diff -0.013",new
D12a_ensemble_A_D_tau_qwen_HVAC,0.0571,not in paper,,Output Files <model>/<arch>_results_run_01..05.xlsx,energy_cost..practicality,Analysis/pass5/d12_analyses.py,qwen,HVAC,"criterion scores averaged over the runs in which the scenario succeeded (mean 4.99), ranked with sentinel_utils.apply_mavt_ranking, scored once; per-run mean (number of record) -0.003, diff +0.060",new
D12a_ensemble_A_D_top1_qwen_HVAC,0.4,not in paper,,Output Files <model>/<arch>_results_run_01..05.xlsx,energy_cost..practicality,Analysis/pass5/d12_analyses.py,qwen,HVAC,"criterion scores averaged over the runs in which the scenario succeeded (mean 4.99), ranked with sentinel_utils.apply_mavt_ranking, scored once; per-run mean (number of record) 0.327, diff +0.073",new
D12a_ensemble_A_D_mae_qwen_HVAC,0.1962,not in paper,,Output Files <model>/<arch>_results_run_01..05.xlsx,energy_cost..practicality,Analysis/pass5/d12_analyses.py,qwen,HVAC,"criterion scores averaged over the runs in which the scenario succeeded (mean 4.99), ranked with sentinel_utils.apply_mavt_ranking, scored once; per-run mean (number of record) 0.216, diff -0.020",new
