scenario_id,question,location,square_footage,insulation,household_size,utility_budget,housing_type,outdoor_temp,house_age,alternative,energy_cost_score,environmental_score,comfort_score,practicality_score,mavt_score,rank,raw_kwh,raw_cost,raw_emissions
51,I'm around all day with 3 people — what AC temperature should I set?,"Philadelphia, PA",2000,Medium,3,310,Single-family,95,20,71,1.58,1.86,6.11,8.86,3.676,3,14.92,2.83,15.21
51,I'm around all day with 3 people — what AC temperature should I set?,"Philadelphia, PA",2000,Medium,3,310,Single-family,95,20,76,2.59,2.75,10,9.63,5.184,1,13.55,2.57,13.81
51,I'm around all day with 3 people — what AC temperature should I set?,"Philadelphia, PA",2000,Medium,3,310,Single-family,95,20,82,3.69,3.82,5.13,9.63,4.9145,2,11.91,2.26,12.14
52,"With 4 people home, what AC temperature should I set?","Reading, PA",2400,Poor,4,380,Single-family,90,28,70,0,0,4.5,8.16,2.124,3,21.3,4.05,21.71
52,"With 4 people home, what AC temperature should I set?","Reading, PA",2400,Poor,4,380,Single-family,90,28,76,0,0,10,9.63,3.4445,1,18.18,3.45,18.53
52,"With 4 people home, what AC temperature should I set?","Reading, PA",2400,Poor,4,380,Single-family,90,28,79,0.54,0.77,7.59,9.63,3.394,2,16.61,3.16,16.94
53,I'm heading out and won't be back for hours — what AC temperature should I set?,"King of Prussia, PA",1800,Good,2,270,Townhouse,92,14,73,6.76,6.69,7.83,9.63,7.38,2,7.32,1.39,7.62
53,I'm heading out and won't be back for hours — what AC temperature should I set?,"King of Prussia, PA",1800,Good,2,270,Townhouse,92,14,77,7.07,7,9.32,9.63,7.8795,1,6.85,1.3,7.13
53,I'm heading out and won't be back for hours — what AC temperature should I set?,"King of Prussia, PA",1800,Good,2,270,Townhouse,92,14,82,7.47,7.39,5.13,9.63,7.298,3,6.26,1.19,6.52
54,"With 3 people home, what heat temperature should I set?","Williamsport, PA",2100,Medium,3,280,Single-family,18,25,64,5.43,5.51,5.13,7.6,5.7235,2,9.31,1.77,9.49
54,"With 3 people home, what heat temperature should I set?","Williamsport, PA",2100,Medium,3,280,Single-family,18,25,68,4.69,4.79,8.6,7.6,5.9435,1,10.42,1.98,10.62
54,"With 3 people home, what heat temperature should I set?","Williamsport, PA",2100,Medium,3,280,Single-family,18,25,74,3.57,3.71,7,7.6,4.9095,3,12.08,2.3,12.31
55,I'm home for the day with 2 people — what heat temperature should I set?,"Hazleton, PA",1600,Poor,2,230,Apartment,22,40,65,4.63,4.73,6.11,7.6,5.4065,1,10.5,2,10.7
55,I'm home for the day with 2 people — what heat temperature should I set?,"Hazleton, PA",1600,Poor,2,230,Apartment,22,40,70,2.63,3.67,10,7.6,5.2135,2,12.14,2.31,12.37
55,I'm home for the day with 2 people — what heat temperature should I set?,"Hazleton, PA",1600,Poor,2,230,Apartment,22,40,76,0.96,2.4,5.13,7.6,3.294,3,14.1,2.68,14.37
56,I'm going to be out all day — what AC temperature should I set?,"Media, PA",2000,Medium,3,310,Single-family,92,22,78,4.95,4.91,8.6,9.63,6.368,2,10.02,1.9,10.43
56,I'm going to be out all day — what AC temperature should I set?,"Media, PA",2000,Medium,3,310,Single-family,92,22,85,5.98,5.92,1.53,6.21,5.1035,3,8.49,1.61,8.84
56,I'm going to be out all day — what AC temperature should I set?,"Media, PA",2000,Medium,3,310,Single-family,92,22,Off,10,10,0,2.86,6.929,1,0,0,0
57,I'm leaving the house for most of the day — what AC temperature should I set?,"Newtown, PA",2100,Good,3,320,Single-family,88,12,78,6.39,6.33,8.6,9.63,7.297,2,7.86,1.49,8.19
57,I'm leaving the house for most of the day — what AC temperature should I set?,"Newtown, PA",2100,Good,3,320,Single-family,88,12,85,7.13,7.06,1.53,6.21,5.8475,3,6.76,1.28,7.04
57,I'm leaving the house for most of the day — what AC temperature should I set?,"Newtown, PA",2100,Good,3,320,Single-family,88,12,Off,10,10,4.06,8.86,8.641,1,0,0,0
58,We're winding down for the night — what AC temperature should I set overnight?,"Lower Merion, PA",2800,Good,4,375,Single-family,84,8,73,6.11,6.39,7.59,9.63,7.032,3,8.29,1.58,8.09
58,We're winding down for the night — what AC temperature should I set overnight?,"Lower Merion, PA",2800,Good,4,375,Single-family,84,8,77,6.54,6.79,9.25,10,7.6885,1,7.64,1.45,7.46
58,We're winding down for the night — what AC temperature should I set overnight?,"Lower Merion, PA",2800,Good,4,375,Single-family,84,8,80,6.87,7.1,6.65,10,7.376,2,7.16,1.36,6.99
59,We're calling it a night — what heat temperature should I set overnight?,"Meadville, PA",1800,Good,2,245,Single-family,12,20,65,8.25,8.38,6.11,7.6,7.77,3,5.1,0.97,4.97
59,We're calling it a night — what heat temperature should I set overnight?,"Meadville, PA",1800,Good,2,245,Single-family,12,20,68,7.98,8.13,8.6,7.6,8.0995,1,5.49,1.04,5.36
59,We're calling it a night — what heat temperature should I set overnight?,"Meadville, PA",1800,Good,2,245,Single-family,12,20,72,7.63,7.8,8.6,7.6,7.879,2,6.02,1.14,5.88
60,We're about to turn in — what heat temperature should I set overnight?,"Lebanon, PA",2100,Medium,3,260,Townhouse,20,24,66,7.24,7.44,7,7.6,7.316,2,6.6,1.25,6.44
60,We're about to turn in — what heat temperature should I set overnight?,"Lebanon, PA",2100,Medium,3,260,Townhouse,20,24,70,6.71,6.95,10,7.6,7.5855,1,7.4,1.41,7.22
60,We're about to turn in — what heat temperature should I set overnight?,"Lebanon, PA",2100,Medium,3,260,Townhouse,20,24,73,6.31,6.58,7.83,7.6,6.902,3,8,1.52,7.8
61,"With 3 people home, what heat temperature should I set?","Exton, PA",2400,Good,3,315,Single-family,22,1,67,8.53,8.51,7.83,7.6,8.2435,2,4.67,0.89,4.76
61,"With 3 people home, what heat temperature should I set?","Exton, PA",2400,Good,3,315,Single-family,22,1,70,8.21,8.2,10,7.6,8.473,1,5.14,0.98,5.24
61,"With 3 people home, what heat temperature should I set?","Exton, PA",2400,Good,3,315,Single-family,22,1,75,7.69,7.7,6.11,7.6,7.364,3,5.93,1.13,6.04
62,We're heading to bed soon — what heat temperature should I set overnight?,"Gettysburg, PA",2000,Good,3,315,Single-family,28,3,66,10,10,7,7.6,9.04,2,2.43,0.46,2.37
62,We're heading to bed soon — what heat temperature should I set overnight?,"Gettysburg, PA",2000,Good,3,315,Single-family,28,3,69,9.81,9.83,9.32,7.6,9.3875,1,2.75,0.52,2.69
62,We're heading to bed soon — what heat temperature should I set overnight?,"Gettysburg, PA",2000,Good,3,315,Single-family,28,3,73,9.52,9.56,7.83,7.6,8.908,3,3.19,0.61,3.11
63,I'm spending the day at home with 3 people — what AC temperature should I set?,"Stroudsburg, PA",2300,Good,3,340,Single-family,77,22,73,5.38,5.45,7.83,10,6.5875,3,9.39,1.78,9.57
63,I'm spending the day at home with 3 people — what AC temperature should I set?,"Stroudsburg, PA",2300,Good,3,340,Single-family,77,22,77,6,6.06,9.32,10,7.285,1,8.45,1.6,8.61
63,I'm spending the day at home with 3 people — what AC temperature should I set?,"Stroudsburg, PA",2300,Good,3,340,Single-family,77,22,80,6.48,6.52,7,10,7.126,2,7.74,1.47,7.89
64,I'm heading out for the day — what heat temperature should I set?,"Lebanon, PA",2000,Poor,2,230,Apartment,44,32,65,9.53,9.44,6.11,8.86,8.714,2,3.18,0.6,3.31
64,I'm heading out for the day — what heat temperature should I set?,"Lebanon, PA",2000,Poor,2,230,Apartment,44,32,68,8.96,8.87,8.6,8.86,8.8415,1,4.03,0.77,4.19
64,I'm heading out for the day — what heat temperature should I set?,"Lebanon, PA",2000,Poor,2,230,Apartment,44,32,71,8.39,8.31,9.32,8.86,8.6185,3,4.88,0.93,5.08
65,I'm not planning to leave today with 4 people — what AC temperature should I set?,"Norristown, PA",2050,Poor,4,340,Single-family,94,24,70,0,0.23,4.5,8.16,2.2045,3,17.45,3.31,17.78
65,I'm not planning to leave today with 4 people — what AC temperature should I set?,"Norristown, PA",2050,Poor,4,340,Single-family,94,24,75,1.17,1.38,9.25,9.63,4.1285,2,15.67,2.98,15.98
65,I'm not planning to leave today with 4 people — what AC temperature should I set?,"Norristown, PA",2050,Poor,4,340,Single-family,94,24,80,2.35,2.53,6.65,9.63,4.365,1,13.9,2.64,14.17
66,"With 2 people home, what heat temperature should I set?","DuBois, PA",1850,Good,2,275,Single-family,10,33,63,5.88,5.95,4.06,7.6,5.7985,2,8.63,1.64,8.79
66,"With 2 people home, what heat temperature should I set?","DuBois, PA",1850,Good,2,275,Single-family,10,33,68,5.15,5.23,8.6,7.6,6.2355,1,9.73,1.85,9.91
66,"With 2 people home, what heat temperature should I set?","DuBois, PA",1850,Good,2,275,Single-family,10,33,75,4.12,4.24,6.11,7.6,5.082,3,11.26,2.14,11.48
67,"With 3 people home, what AC temperature should I set?","Hazleton, PA",2100,Poor,3,350,Single-family,91,48,74,0,0,8.6,9.63,3.1645,2,22.37,4.25,22.8
67,"With 3 people home, what AC temperature should I set?","Hazleton, PA",2100,Poor,3,350,Single-family,91,48,78,0,0,8.6,9.63,3.1645,1,20.1,3.82,20.49
67,"With 3 people home, what AC temperature should I set?","Hazleton, PA",2100,Poor,3,350,Single-family,91,48,82,0,0,5.13,10,2.526,3,17.83,3.39,18.18
68,"With 3 people home, what AC temperature should I set?","Blue Bell, PA",1600,Medium,3,270,Condo,68,15,68,10,10,8.6,10,9.72,3,0,0,0
68,"With 3 people home, what AC temperature should I set?","Blue Bell, PA",1600,Medium,3,270,Condo,68,15,70,10,10,10,10,10,1,0,0,0
68,"With 3 people home, what AC temperature should I set?","Blue Bell, PA",1600,Medium,3,270,Condo,68,15,72,10,10,8.6,10,9.72,2,0,0,0
69,I'm staying home today with 2 people — what heat temperature should I set?,"Scranton, PA",980,Medium,2,185,Apartment,8,18,66,9.64,9.58,7,7.6,8.785,3,3.01,0.57,3.07
69,I'm staying home today with 2 people — what heat temperature should I set?,"Scranton, PA",980,Medium,2,185,Apartment,8,18,69,9.47,9.43,9.32,7.6,9.1455,1,3.26,0.62,3.32
69,I'm staying home today with 2 people — what heat temperature should I set?,"Scranton, PA",980,Medium,2,185,Apartment,8,18,72,9.31,9.27,8.6,7.6,8.8975,2,3.5,0.67,3.57
70,We're just getting in for the night — what heat temperature should I set overnight?,"Erie, PA",2750,Good,6,285,Single-family,5,11,63,7.59,7.77,1.38,7.6,6.4125,3,6.07,1.15,5.93
70,We're just getting in for the night — what heat temperature should I set overnight?,"Erie, PA",2750,Good,6,285,Single-family,5,11,66,7.29,7.49,5.92,7.6,7.1325,2,6.53,1.24,6.37
70,We're just getting in for the night — what heat temperature should I set overnight?,"Erie, PA",2750,Good,6,285,Single-family,5,11,69,6.98,7.21,9.11,7.6,7.5795,1,6.98,1.33,6.81
71,I'm home and not going out with 4 people — what heat temperature should I set?,"Allentown, PA",1600,Medium,4,205,Townhouse,42,29,65,10,10,5.63,8.86,8.955,3,1.12,0.21,1.14
71,I'm home and not going out with 4 people — what heat temperature should I set?,"Allentown, PA",1600,Medium,4,205,Townhouse,42,29,68,10,10,8.46,8.86,9.521,2,1.64,0.31,1.68
71,I'm home and not going out with 4 people — what heat temperature should I set?,"Allentown, PA",1600,Medium,4,205,Townhouse,42,29,71,10,10,9.25,8.86,9.679,1,2.17,0.41,2.21
72,I'm stepping out for a few hours — what heat temperature should I set for the condo?,"King of Prussia, PA",1120,Good,1,155,Condo,50,9,62,10,10,2.86,8.28,8.314,3,0,0,0
72,I'm stepping out for a few hours — what heat temperature should I set for the condo?,"King of Prussia, PA",1120,Good,1,155,Condo,50,9,66,10,10,7,9.63,9.3445,2,0,0,0
72,I'm stepping out for a few hours — what heat temperature should I set for the condo?,"King of Prussia, PA",1120,Good,1,155,Condo,50,9,69,10,10,9.32,9.63,9.8085,1,0,0,0
73,"With 3 people home, what heat temperature should I set?","Reading, PA",2250,Poor,3,245,Single-family,54,52,65,10,10,6.11,9.63,9.1665,3,0.73,0.14,0.75
73,"With 3 people home, what heat temperature should I set?","Reading, PA",2250,Poor,3,245,Single-family,54,52,68,10,10,8.6,9.63,9.6645,2,1.97,0.37,2.01
73,"With 3 people home, what heat temperature should I set?","Reading, PA",2250,Poor,3,245,Single-family,54,52,70,9.78,9.73,10,9.63,9.784,1,2.8,0.53,2.85
74,I'm staying put today with 1 person — what heat temperature should I set?,"State College, PA",760,Medium,1,135,Apartment,62,24,68,10,10,8.6,10,9.72,1,0,0,0
74,I'm staying put today with 1 person — what heat temperature should I set?,"State College, PA",760,Medium,1,135,Apartment,62,24,72,10,10,8.6,9.63,9.6645,2,0,0,0
74,I'm staying put today with 1 person — what heat temperature should I set?,"State College, PA",760,Medium,1,135,Apartment,62,24,76,10,10,5.13,9.63,8.9705,3,0,0,0
75,I'm out of the house for a while — what AC temperature should I set?,"Harrisburg, PA",1850,Good,2,190,Single-family,68,14,66,10,10,7,10,9.4,2,0,0,0
75,I'm out of the house for a while — what AC temperature should I set?,"Harrisburg, PA",1850,Good,2,190,Single-family,68,14,72,10,10,8.6,10,9.72,1,0,0,0
75,I'm out of the house for a while — what AC temperature should I set?,"Harrisburg, PA",1850,Good,2,190,Single-family,68,14,78,10,10,2.86,8.44,8.338,3,0,0,0
76,We're done for the day — what heat temperature should I set overnight?,"York, PA",1480,Medium,3,180,Townhouse,59,35,64,10,10,5.13,10,9.026,3,0,0,0
76,We're done for the day — what heat temperature should I set overnight?,"York, PA",1480,Medium,3,180,Townhouse,59,35,68,10,10,8.6,10,9.72,1,0,0,0
76,We're done for the day — what heat temperature should I set overnight?,"York, PA",1480,Medium,3,180,Townhouse,59,35,72,10,10,8.6,9.63,9.6645,2,0,0,0
77,"With 4 people home, what AC temperature should I set?","Pittsburgh, PA",1320,Poor,4,215,Rowhouse,72,74,68,10,10,8.46,10,9.692,2,0,0,0
77,"With 4 people home, what AC temperature should I set?","Pittsburgh, PA",1320,Poor,4,215,Rowhouse,72,74,72,10,10,8.46,10,9.692,1,0,0,0
77,"With 4 people home, what AC temperature should I set?","Pittsburgh, PA",1320,Poor,4,215,Rowhouse,72,74,76,10,10,4.5,10,8.9,3,0,0,0
78,I'm working from home today with 2 people — what AC temperature should I set?,"Bethlehem, PA",1010,Good,2,165,Condo,78,16,72,8.95,8.92,7,10,8.707,3,4.05,0.77,4.12
78,I'm working from home today with 2 people — what AC temperature should I set?,"Bethlehem, PA",1010,Good,2,165,Condo,78,16,76,9.13,9.09,10,10,9.4205,1,3.77,0.72,3.85
78,I'm working from home today with 2 people — what AC temperature should I set?,"Bethlehem, PA",1010,Good,2,165,Condo,78,16,79,9.27,9.23,7.83,10,9.0775,2,3.57,0.68,3.64
79,I'm away most of today — what AC temperature should I set?,"Lancaster, PA",1550,Medium,3,195,Townhouse,82,31,76,7.8,7.72,10,10,8.542,1,5.77,1.1,6
79,I'm away most of today — what AC temperature should I set?,"Lancaster, PA",1550,Medium,3,195,Townhouse,82,31,80,8.16,8.08,7,10,8.176,2,5.23,0.99,5.44
79,I'm away most of today — what AC temperature should I set?,"Lancaster, PA",1550,Medium,3,195,Townhouse,82,31,83,8.43,8.35,4.06,8.86,7.5925,3,4.82,0.92,5.02
80,"With 1 person home, what AC temperature should I set?","Wilkes-Barre, PA",880,Poor,1,145,Apartment,80,44,74,8.54,8.52,8.6,10,8.764,2,4.65,0.88,4.74
80,"With 1 person home, what AC temperature should I set?","Wilkes-Barre, PA",880,Poor,1,145,Apartment,80,44,77,8.79,8.77,9.32,10,9.0705,1,4.28,0.81,4.36
80,"With 1 person home, what AC temperature should I set?","Wilkes-Barre, PA",880,Poor,1,145,Apartment,80,44,81,9.12,9.09,6.11,10,8.6395,3,3.78,0.72,3.86
81,I'm out running errands all day — what AC temperature should I set?,"West Chester, PA",2950,Medium,5,300,Single-family,83,22,77,5.75,5.7,9.18,10,7.056,1,8.82,1.68,9.19
81,I'm out running errands all day — what AC temperature should I set?,"West Chester, PA",2950,Medium,5,300,Single-family,83,22,81,6.34,6.28,5.13,10,6.626,2,7.95,1.51,8.27
81,I'm out running errands all day — what AC temperature should I set?,"West Chester, PA",2950,Medium,5,300,Single-family,83,22,84,6.78,6.71,0.64,7.6,5.6505,3,7.29,1.38,7.59
82,I'm home all day with 4 people — what AC temperature should I set?,"Media, PA",1720,Good,4,230,Townhouse,96,7,72,6.18,6.23,6.65,8.86,6.6935,3,8.19,1.56,8.34
82,I'm home all day with 4 people — what AC temperature should I set?,"Media, PA",1720,Good,4,230,Townhouse,96,7,76,6.48,6.53,10,8.86,7.5585,1,7.73,1.47,7.88
82,I'm home all day with 4 people — what AC temperature should I set?,"Media, PA",1720,Good,4,230,Townhouse,96,7,80,6.79,6.82,6.65,9.63,7.1985,2,7.27,1.38,7.41
83,I'm leaving for work shortly — what AC temperature should I set?,"Norristown, PA",1180,Medium,2,175,Condo,98,26,78,7.63,7.55,8.6,8.86,7.9805,1,6.02,1.14,6.27
83,I'm leaving for work shortly — what AC temperature should I set?,"Norristown, PA",1180,Medium,2,175,Condo,98,26,81,7.82,7.75,6.11,9.63,7.725,2,5.73,1.09,5.96
83,I'm leaving for work shortly — what AC temperature should I set?,"Norristown, PA",1180,Medium,2,175,Condo,98,26,84,8.02,7.94,2.86,7.29,6.8505,3,5.43,1.03,5.65
84,I'm not going anywhere with 5 people — what AC temperature should I set?,"Philadelphia, PA",1450,Poor,5,255,Rowhouse,90,86,73,1.49,2.46,7.34,9.63,4.2205,3,14,2.66,14.27
84,I'm not going anywhere with 5 people — what AC temperature should I set?,"Philadelphia, PA",1450,Poor,5,255,Rowhouse,90,86,77,2.79,3.33,9.18,9.63,5.283,1,12.67,2.41,12.91
84,I'm not going anywhere with 5 people — what AC temperature should I set?,"Philadelphia, PA",1450,Poor,5,255,Rowhouse,90,86,81,4.08,4.19,5.13,10,5.2165,2,11.33,2.15,11.55
85,I'm heading out for a quick errand — what heat temperature should I set for the single-family?,"Altoona, PA",1780,Medium,2,200,Single-family,29,41,62,7.99,7.91,2.86,7.58,6.8745,3,5.48,1.04,5.71
85,I'm heading out for a quick errand — what heat temperature should I set for the single-family?,"Altoona, PA",1780,Medium,2,200,Single-family,29,41,66,7.33,7.26,7,7.6,7.28,2,6.46,1.23,6.72
85,I'm heading out for a quick errand — what heat temperature should I set for the single-family?,"Altoona, PA",1780,Medium,2,200,Single-family,29,41,69,6.85,6.78,9.32,7.6,7.432,1,7.19,1.37,7.48
86,I'm sticking around the house with 1 person — what heat temperature should I set?,"Bethlehem, PA",690,Good,1,130,Apartment,24,12,66,10,10,7,7.6,9.04,3,0.87,0.16,0.88
86,I'm sticking around the house with 1 person — what heat temperature should I set?,"Bethlehem, PA",690,Good,1,130,Apartment,24,12,69,10,10,9.32,7.6,9.504,1,1.02,0.19,1.04
86,I'm sticking around the house with 1 person — what heat temperature should I set?,"Bethlehem, PA",690,Good,1,130,Apartment,24,12,72,10,10,8.6,7.6,9.36,2,1.17,0.22,1.19
87,I'm gone for the entire workday — what heat temperature should I set?,"Erie, PA",1700,Medium,2,220,Single-family,18,25,60,7.82,7.75,0,3.75,5.621,3,5.73,1.09,5.96
87,I'm gone for the entire workday — what heat temperature should I set?,"Erie, PA",1700,Medium,2,220,Single-family,18,25,63,7.45,7.37,4.06,7.6,6.7665,2,6.29,1.19,6.55
87,I'm gone for the entire workday — what heat temperature should I set?,"Erie, PA",1700,Medium,2,220,Single-family,18,25,66,7.07,7,7,7.6,7.111,1,6.85,1.3,7.13
88,I'm working from home today with 3 people — what AC temperature should I set?,"Pittsburgh, PA",1750,Good,3,250,Townhouse,87,15,73,5.53,5.6,7.83,9.63,6.6295,3,9.15,1.74,9.33
88,I'm working from home today with 3 people — what AC temperature should I set?,"Pittsburgh, PA",1750,Good,3,250,Townhouse,87,15,76,5.85,5.91,10,9.63,7.268,1,8.67,1.65,8.84
88,I'm working from home today with 3 people — what AC temperature should I set?,"Pittsburgh, PA",1750,Good,3,250,Townhouse,87,15,79,6.17,6.22,7.83,10,7.094,2,8.2,1.56,8.35
89,I'm heading out for the day — what heat temperature should I set?,"West Mifflin, PA",1500,Medium,2,200,Single-family,22,30,60,8.22,8.14,0,3.75,5.8775,3,5.14,0.98,5.35
89,I'm heading out for the day — what heat temperature should I set?,"West Mifflin, PA",1500,Medium,2,200,Single-family,22,30,63,7.82,7.74,4.06,7.6,7.007,2,5.73,1.09,5.97
89,I'm heading out for the day — what heat temperature should I set?,"West Mifflin, PA",1500,Medium,2,200,Single-family,22,30,66,7.42,7.35,7,7.6,7.3385,1,6.32,1.2,6.58
90,"With 4 people home, what AC temperature should I set?","Pittsburgh, PA",2200,Medium,4,320,Single-family,92,28,76,1.83,2.01,10,9.63,4.697,1,14.69,2.79,14.97
90,"With 4 people home, what AC temperature should I set?","Pittsburgh, PA",2200,Medium,4,320,Single-family,92,28,79,2.47,2.64,7.59,9.63,4.6275,2,13.72,2.61,13.99
90,"With 4 people home, what AC temperature should I set?","Pittsburgh, PA",2200,Medium,4,320,Single-family,92,28,82,3.12,3.27,4.5,9.63,4.425,3,12.76,2.42,13.01
91,I'm staying in today with 3 people — what heat temperature should I set?,"Meadville, PA",1900,Good,3,265,Single-family,25,22,64,8.41,8.4,5.13,7.6,7.629,3,4.84,0.92,4.94
91,I'm staying in today with 3 people — what heat temperature should I set?,"Meadville, PA",1900,Good,3,265,Single-family,25,22,67,8.01,8,7.83,7.6,7.909,2,5.45,1.04,5.56
91,I'm staying in today with 3 people — what heat temperature should I set?,"Meadville, PA",1900,Good,3,265,Single-family,25,22,70,7.6,7.61,10,7.6,8.0835,1,6.06,1.15,6.18
92,"With 4 people home, what heat temperature should I set?","Greensburg, PA",2100,Medium,4,290,Single-family,18,28,62,5.14,5.22,1.81,6.44,4.697,3,9.74,1.85,9.93
92,"With 4 people home, what heat temperature should I set?","Greensburg, PA",2100,Medium,4,290,Single-family,18,28,65,4.51,4.61,5.63,7.6,5.2325,2,10.68,2.03,10.89
92,"With 4 people home, what heat temperature should I set?","Greensburg, PA",2100,Medium,4,290,Single-family,18,28,68,3.87,4,8.46,7.6,5.393,1,11.63,2.21,11.85
93,I'm heading out for the day — what heat temperature should I set?,"McKeesport, PA",1350,Poor,2,195,Apartment,14,35,58,7.64,7.56,0,1.51,5.1645,3,6,1.14,6.25
93,I'm heading out for the day — what heat temperature should I set?,"McKeesport, PA",1350,Poor,2,195,Apartment,14,35,61,7.25,7.18,1.53,5.17,5.7695,2,6.58,1.25,6.85
93,I'm heading out for the day — what heat temperature should I set?,"McKeesport, PA",1350,Poor,2,195,Apartment,14,35,64,6.87,6.8,5.13,7.6,6.607,1,7.16,1.36,7.45
94,I'm around all day with 2 people — what heat temperature should I set?,"Monroeville, PA",1500,Medium,2,215,Townhouse,28,20,64,8.66,8.64,5.13,7.6,7.788,3,4.48,0.85,4.56
94,I'm around all day with 2 people — what heat temperature should I set?,"Monroeville, PA",1500,Medium,2,215,Townhouse,28,20,67,8.27,8.26,7.83,7.6,8.078,2,5.06,0.96,5.16
94,I'm around all day with 2 people — what heat temperature should I set?,"Monroeville, PA",1500,Medium,2,215,Townhouse,28,20,70,7.88,7.88,10,7.6,8.262,1,5.65,1.07,5.76
95,We're calling it a night — what heat temperature should I set overnight?,"New Castle, PA",2000,Good,3,275,Single-family,10,18,60,8.41,8.53,0,3.75,6.071,3,4.85,0.92,4.73
95,We're calling it a night — what heat temperature should I set overnight?,"New Castle, PA",2000,Good,3,275,Single-family,10,18,63,8.13,8.26,4.06,7.6,7.282,2,5.27,1,5.15
95,We're calling it a night — what heat temperature should I set overnight?,"New Castle, PA",2000,Good,3,275,Single-family,10,18,66,7.84,8,7,7.6,7.692,1,5.7,1.08,5.56
96,I'm not going anywhere with 3 people — what heat temperature should I set?,"Bradford, PA",1700,Poor,3,235,Single-family,5,40,62,0,0,2.86,6.44,1.538,3,21.67,4.12,22.09
96,I'm not going anywhere with 3 people — what heat temperature should I set?,"Bradford, PA",1700,Poor,3,235,Single-family,5,40,65,0,0,6.11,7.6,2.362,2,23.03,4.38,23.48
96,I'm not going anywhere with 3 people — what heat temperature should I set?,"Bradford, PA",1700,Poor,3,235,Single-family,5,40,68,0,0,8.6,7.6,2.86,1,24.39,4.63,24.86
97,I'm stepping out for a few hours — what heat temperature should I set?,"Oil City, PA",1600,Medium,2,210,Rowhouse,22,30,60,8.32,8.24,0,3.75,5.9425,3,4.98,0.95,5.18
97,I'm stepping out for a few hours — what heat temperature should I set?,"Oil City, PA",1600,Medium,2,210,Rowhouse,22,30,63,7.93,7.85,4.06,7.6,7.0785,2,5.57,1.06,5.8
97,I'm stepping out for a few hours — what heat temperature should I set?,"Oil City, PA",1600,Medium,2,210,Rowhouse,22,30,66,7.53,7.46,7,7.6,7.41,1,6.16,1.17,6.41
98,"With 5 people home, what heat temperature should I set?","Uniontown, PA",2400,Poor,5,365,Single-family,12,25,62,0,0,0.64,6.44,1.094,3,22.65,4.3,23.08
98,"With 5 people home, what heat temperature should I set?","Uniontown, PA",2400,Poor,5,365,Single-family,12,25,65,0,0,5.13,7.6,2.166,2,24.3,4.62,24.77
98,"With 5 people home, what heat temperature should I set?","Uniontown, PA",2400,Poor,5,365,Single-family,12,25,68,0,0,8.3,7.6,2.8,1,25.96,4.93,26.47
99,I'm working from home today with 2 people — what AC temperature should I set?,"Gettysburg, PA",1800,Good,2,235,Single-family,89,15,73,5.24,5.32,7.83,9.63,6.4445,3,9.59,1.82,9.78
99,I'm working from home today with 2 people — what AC temperature should I set?,"Gettysburg, PA",1800,Good,2,235,Single-family,89,15,76,5.59,5.66,10,9.63,7.1025,1,9.06,1.72,9.24
99,I'm working from home today with 2 people — what AC temperature should I set?,"Gettysburg, PA",1800,Good,2,235,Single-family,89,15,79,5.95,6.01,7.83,9.63,6.899,2,8.53,1.62,8.7
100,I'm out running errands all day — what AC temperature should I set?,"Chambersburg, PA",1650,Medium,3,250,Townhouse,91,22,78,6.75,6.69,8.6,9.63,7.531,1,7.33,1.39,7.63
100,I'm out running errands all day — what AC temperature should I set?,"Chambersburg, PA",1650,Medium,3,250,Townhouse,91,22,81,7.05,6.98,6.11,9.63,7.2245,2,6.88,1.31,7.16
100,I'm out running errands all day — what AC temperature should I set?,"Chambersburg, PA",1650,Medium,3,250,Townhouse,91,22,84,7.35,7.28,2.86,7.6,6.465,3,6.43,1.22,6.7
101,I'm gone most of the day — what heat temperature should I set?,"Philadelphia, PA",1350,Poor,3,210,Rowhouse,12,68,60,4.37,4.75,0,3.75,3.536,3,10.26,1.95,10.68
101,I'm gone most of the day — what heat temperature should I set?,"Philadelphia, PA",1350,Poor,3,210,Rowhouse,12,68,64,2.72,3.98,5.13,7.6,4.375,2,11.41,2.17,11.88
101,I'm gone most of the day — what heat temperature should I set?,"Philadelphia, PA",1350,Poor,3,210,Rowhouse,12,68,68,1.52,3.22,8.6,7.6,4.443,1,12.56,2.39,13.08
102,We're winding down for the night — what AC temperature should I set overnight?,"Pittsburgh, PA",2050,Medium,3,220,Single-family,87,33,72,4.16,4.9,7,9.63,5.8075,3,10.69,2.03,10.43
102,We're winding down for the night — what AC temperature should I set overnight?,"Pittsburgh, PA",2050,Medium,3,220,Single-family,87,33,75,4.98,5.34,9.32,9.63,6.6715,2,9.98,1.9,9.74
102,We're winding down for the night — what AC temperature should I set overnight?,"Pittsburgh, PA",2050,Medium,3,220,Single-family,87,33,78,5.45,5.78,8.6,10,6.878,1,9.28,1.76,9.05
