scenario_id,question,location,decision_type,outdoor_temp,appliance_age,flow_rate,alternative,energy_cost,environmental,comfort,practicality,rank,weighted_score
65,The dishwasher is full (around 1 AM). Should I run it now or delay it?,"Allentown, PA",Appliance,,0 to 9,,Run dishwasher at 3:00 PM,7.4,7.8,8.6,8.2,1,7.8999999999999995
65,The dishwasher is full (around 1 AM). Should I run it now or delay it?,"Allentown, PA",Appliance,,0 to 9,,Run dishwasher at 11:00 PM,8.9,7.8,1.5,0.0,3,5.7
66,I'm finally getting to laundry (around 1 AM). When should I start the washer?,"Philadelphia, PA",Appliance,,1 to 11,,Wash at 1:00 AM,10.0,9.9,2.9,3.8,2,7.615
66,I'm finally getting to laundry (around 1 AM). When should I start the washer?,"Philadelphia, PA",Appliance,,1 to 11,,Wash at 7:00 PM,5.2,5.1,8.5,7.2,3,6.125
66,I'm finally getting to laundry (around 1 AM). When should I start the washer?,"Philadelphia, PA",Appliance,,1 to 11,,Wash at 3:00 PM,9.5,9.6,6.5,4.0,1,8.11
67,I have time to do laundry this afternoon (around 5 PM). When should I start?,"Lancaster, PA",Appliance,,3 to 13,,Wash at 5:00 PM,8.5,8.3,7.2,6.0,3,7.795
67,I have time to do laundry this afternoon (around 5 PM). When should I start?,"Lancaster, PA",Appliance,,3 to 13,,Wash at 2:00 PM,8.5,8.3,7.2,7.0,1,7.945
67,I have time to do laundry this afternoon (around 5 PM). When should I start?,"Lancaster, PA",Appliance,,3 to 13,,Wash at 10:00 PM,9.2,9.0,6.5,4.0,2,7.81
68,Planning to run the washing machine around 11 PM. Is that okay or should I wait?,"Pittsburgh, PA",Appliance,,1 to 11,,Wash at 11:00 PM,9.9,9.8,8.3,6.4,1,9.02
68,Planning to run the washing machine around 11 PM. Is that okay or should I wait?,"Pittsburgh, PA",Appliance,,1 to 11,,Wash at 3:00 PM,9.4,9.6,6.8,6.5,2,8.515
68,Planning to run the washing machine around 11 PM. Is that okay or should I wait?,"Pittsburgh, PA",Appliance,,1 to 11,,Wash at 5:00 PM,9.4,9.5,6.8,6.5,3,8.48
69,I have time to do laundry this afternoon (around 5 PM). When should I start?,"Harrisburg, PA",Appliance,,0 to 9,,Wash at 5:00 PM,7.5,7.3,6.0,5.5,2,6.83
69,I have time to do laundry this afternoon (around 5 PM). When should I start?,"Harrisburg, PA",Appliance,,0 to 9,,Wash at 2:00 PM,9.4,9.5,6.7,4.0,1,8.084999999999999
69,I have time to do laundry this afternoon (around 5 PM). When should I start?,"Harrisburg, PA",Appliance,,0 to 9,,Wash at 9:00 PM,5.0,5.2,7.5,6.0,3,5.720000000000001
70,Thinking of washing clothes around 4 PM. Good timing?,"Allentown, PA",Appliance,,3 to 13,,Wash at 4:00 PM,7.5,8.1,2.9,3.8,3,6.234999999999999
70,Thinking of washing clothes around 4 PM. Good timing?,"Allentown, PA",Appliance,,3 to 13,,Wash at 1:00 AM,8.5,8.0,2.0,4.0,2,6.35
70,Thinking of washing clothes around 4 PM. Good timing?,"Allentown, PA",Appliance,,3 to 13,,Wash at 10:00 PM,8.5,7.5,8.0,7.0,1,7.825
71,I have time to do laundry this afternoon (around 4 PM). When should I start?,"Erie, PA",Appliance,,4 to 10,,Wash at 4:00 PM,9.2,9.4,5.5,4.2,2,7.78
71,I have time to do laundry this afternoon (around 4 PM). When should I start?,"Erie, PA",Appliance,,4 to 10,,Wash at 12:00 PM,9.5,9.4,7.0,5.0,1,8.290000000000001
71,I have time to do laundry this afternoon (around 4 PM). When should I start?,"Erie, PA",Appliance,,4 to 10,,Wash at 9:00 PM,5.0,5.2,7.5,6.0,3,5.720000000000001
72,Thinking of washing clothes around 5 PM. Good timing?,"Scranton, PA",Appliance,,1 to 3,,Wash at 5:00 PM,7.5,8.1,10.0,10.0,1,8.584999999999999
72,Thinking of washing clothes around 5 PM. Good timing?,"Scranton, PA",Appliance,,1 to 3,,Wash at 1:00 AM,9.5,9.0,3.0,4.0,3,7.199999999999999
72,Thinking of washing clothes around 5 PM. Good timing?,"Scranton, PA",Appliance,,1 to 3,,Wash at 7:00 PM,7.8,8.2,9.5,8.5,2,8.385
73,It's late (around 7 PM) but I need to wash clothes. Should I do it now?,"Bethlehem, PA",Appliance,,2 to 22,,Wash at 7:00 PM,5.2,5.0,7.5,6.0,3,5.710000000000001
73,It's late (around 7 PM) but I need to wash clothes. Should I do it now?,"Bethlehem, PA",Appliance,,2 to 22,,Wash at 2:00 PM,9.4,9.5,6.7,4.0,1,8.084999999999999
73,It's late (around 7 PM) but I need to wash clothes. Should I do it now?,"Bethlehem, PA",Appliance,,2 to 22,,Wash at 1:00 AM,9.8,9.5,0.7,3.8,2,6.975
74,I want to run a load of laundry around 5 PM. When's the best time?,"Reading, PA",Appliance,,2 to 12,,Wash at 5:00 PM,9.5,9.7,5.2,4.0,2,7.884999999999999
74,I want to run a load of laundry around 5 PM. When's the best time?,"Reading, PA",Appliance,,2 to 12,,Wash at 10:00 PM,9.5,9.7,7.5,6.0,1,8.645
74,I want to run a load of laundry around 5 PM. When's the best time?,"Reading, PA",Appliance,,2 to 12,,Wash at 1:00 AM,10.0,9.9,2.5,4.0,3,7.5649999999999995
75,Planning to run the washing machine around 9 PM. Is that okay or should I wait?,"York, PA",Appliance,,0 to 8,,Wash at 9:00 PM,9.6,9.4,7.5,7.0,2,8.72
75,Planning to run the washing machine around 9 PM. Is that okay or should I wait?,"York, PA",Appliance,,0 to 8,,Wash at 12:00 AM,9.8,9.6,7.5,7.0,1,8.85
75,Planning to run the washing machine around 9 PM. Is that okay or should I wait?,"York, PA",Appliance,,0 to 8,,Wash at 2:00 PM,9.4,9.5,6.7,4.0,3,8.084999999999999
76,My laundry is ready to dry (around 2 PM). Should I run the dryer now or wait?,"Philadelphia, PA",Appliance,,0 to 7,,Dry at 2:00 PM,6.5,5.0,7.5,6.0,2,6.1
76,My laundry is ready to dry (around 2 PM). Should I run the dryer now or wait?,"Philadelphia, PA",Appliance,,0 to 7,,Dry at 9:00 PM,5.5,6.0,8.0,7.0,1,6.3999999999999995
76,My laundry is ready to dry (around 2 PM). Should I run the dryer now or wait?,"Philadelphia, PA",Appliance,,0 to 7,,Dry at 5:00 PM,5.5,5.0,6.0,4.5,3,5.2749999999999995
77,Planning to run the dryer around 2 PM. Is that a good time?,"Lancaster, PA",Appliance,,2 to 12,,Dry at 2:00 PM,6.5,5.0,7.5,5.5,1,6.025
77,Planning to run the dryer around 2 PM. Is that a good time?,"Lancaster, PA",Appliance,,2 to 12,,Dry at 12:00 AM,4.5,6.0,7.5,5.0,2,5.699999999999999
77,Planning to run the dryer around 2 PM. Is that a good time?,"Lancaster, PA",Appliance,,2 to 12,,Dry at 11:00 PM,4.5,6.0,7.5,5.0,3,5.699999999999999
78,I'm ready to dry clothes (around 1 AM). When should I start the dryer?,"Pittsburgh, PA",Appliance,,2 to 22,,Dry at 1:00 AM,9.5,8.5,2.0,5.0,1,6.975
78,I'm ready to dry clothes (around 1 AM). When should I start the dryer?,"Pittsburgh, PA",Appliance,,2 to 22,,Dry at 2:00 PM,6.5,7.0,7.5,6.0,2,6.799999999999999
78,I'm ready to dry clothes (around 1 AM). When should I start the dryer?,"Pittsburgh, PA",Appliance,,2 to 22,,Dry at 8:00 PM,4.5,4.5,7.0,5.5,3,5.15
79,I'm ready to dry clothes (around 8 PM). When should I start the dryer?,"Harrisburg, PA",Appliance,,1 to 3,,Dry at 8:00 PM,4.5,4.5,7.0,5.5,3,5.15
79,I'm ready to dry clothes (around 8 PM). When should I start the dryer?,"Harrisburg, PA",Appliance,,1 to 3,,Dry at 10:00 AM,7.2,5.6,8.3,7.9,1,6.965
79,I'm ready to dry clothes (around 8 PM). When should I start the dryer?,"Harrisburg, PA",Appliance,,1 to 3,,Dry at 4:00 PM,4.8,5.4,6.7,4.0,2,5.27
80,Planning to run the dryer around 1 AM. Is that the best time?,"Allentown, PA",Appliance,,0 to 6,,Dry at 1:00 AM,9.5,8.5,2.0,5.0,1,6.975
80,Planning to run the dryer around 1 AM. Is that the best time?,"Allentown, PA",Appliance,,0 to 6,,Dry at 9:00 PM,7.2,5.6,7.5,6.0,2,6.52
80,Planning to run the dryer around 1 AM. Is that the best time?,"Allentown, PA",Appliance,,0 to 6,,Dry at 4:00 PM,4.8,5.4,6.7,4.0,3,5.27
81,It's late (around midnight) and I need to dry laundry. Should I start now or delay?,"Erie, PA",Appliance,,0 to 6,,Dry at 12:00 AM,8.5,6.0,5.0,7.0,1,6.699999999999999
81,It's late (around midnight) and I need to dry laundry. Should I start now or delay?,"Erie, PA",Appliance,,0 to 6,,Dry at 7:00 PM,2.5,3.0,8.0,5.0,3,4.15
81,It's late (around midnight) and I need to dry laundry. Should I start now or delay?,"Erie, PA",Appliance,,0 to 6,,Dry at 3:00 PM,3.5,4.2,7.0,4.5,2,4.595
82,I'm ready to dry clothes (around midnight). When should I start the dryer?,"Scranton, PA",Appliance,,3 to 13,,Dry at 12:00 AM,8.5,7.0,5.0,6.0,1,6.9
82,I'm ready to dry clothes (around midnight). When should I start the dryer?,"Scranton, PA",Appliance,,3 to 13,,Dry at 10:00 PM,8.5,7.0,5.0,6.0,2,6.9
82,I'm ready to dry clothes (around midnight). When should I start the dryer?,"Scranton, PA",Appliance,,3 to 13,,Dry at 4:00 PM,4.8,5.4,6.7,4.0,3,5.27
83,My laundry is ready to dry (around 4 PM). Should I run the dryer now or wait?,"Bethlehem, PA",Appliance,,2 to 22,,Dry at 4:00 PM,4.5,5.0,7.0,5.5,3,5.325
83,My laundry is ready to dry (around 4 PM). Should I run the dryer now or wait?,"Bethlehem, PA",Appliance,,2 to 22,,Dry at 10:00 PM,8.5,7.0,9.0,8.0,2,8.0
83,My laundry is ready to dry (around 4 PM). Should I run the dryer now or wait?,"Bethlehem, PA",Appliance,,2 to 22,,Dry at 6:00 AM,8.5,7.5,9.0,8.0,1,8.174999999999999
84,Planning to run the dryer around 3 PM. Is that a good time?,"Reading, PA",Appliance,,5 to 25,,Dry at 3:00 PM,5.0,6.0,7.0,5.5,3,5.825
84,Planning to run the dryer around 3 PM. Is that a good time?,"Reading, PA",Appliance,,5 to 25,,Dry at 11:00 PM,8.5,6.5,4.5,5.5,1,6.55
84,Planning to run the dryer around 3 PM. Is that a good time?,"Reading, PA",Appliance,,5 to 25,,Dry at 1:00 AM,8.5,7.0,2.0,4.0,2,6.0
85,When should I do dishes today?,"York, PA",Appliance,,0 to 10,,Run dishwasher at 7:00 PM,8.6,7.6,5.1,3.8,3,6.83
85,When should I do dishes today?,"York, PA",Appliance,,0 to 10,,Run dishwasher at 10:00 PM,9.4,8.6,7.8,9.2,1,8.77
85,When should I do dishes today?,"York, PA",Appliance,,0 to 10,,Run dishwasher at 1:00 AM,9.4,8.6,7.8,9.2,2,8.77
86,What's the ideal shower length?,"Erie, PA",Shower,28,,standard,6,7.5,8.5,8.2,6.0,1,7.764999999999999
86,What's the ideal shower length?,"Erie, PA",Shower,28,,standard,9,6.5,7.8,9.1,5.4,2,7.3100000000000005
86,What's the ideal shower length?,"Erie, PA",Shower,28,,standard,12,5.6,7.2,10.0,6.2,3,7.13
87,What's the ideal shower length?,"Scranton, PA",Shower,32,,standard,5,8.5,9.2,6.5,4.0,2,7.669999999999999
87,What's the ideal shower length?,"Scranton, PA",Shower,32,,standard,7,8.5,9.2,8.0,6.5,1,8.344999999999999
87,What's the ideal shower length?,"Scranton, PA",Shower,32,,standard,10,6.7,8.1,9.3,5.1,3,7.469999999999999
88,What's the ideal shower length?,"Bethlehem, PA",Shower,60,,low_flow,5,9.2,9.5,7.5,6.8,1,8.604999999999999
88,What's the ideal shower length?,"Bethlehem, PA",Shower,60,,low_flow,10,7.5,8.7,10.0,6.2,2,8.225
88,What's the ideal shower length?,"Bethlehem, PA",Shower,60,,low_flow,15,4.5,6.2,8.5,5.0,3,5.97
89,How long should my showers be?,"Reading, PA",Shower,82,,standard,5,9.5,9.8,6.5,5.0,1,8.33
89,How long should my showers be?,"Reading, PA",Shower,82,,standard,8,7.2,8.5,9.5,6.8,2,8.055
89,How long should my showers be?,"Reading, PA",Shower,82,,standard,12,6.5,7.2,9.5,6.0,3,7.27
90,How long should my showers be?,"York, PA",Shower,48,,standard,5,8.5,9.2,6.5,4.8,2,7.789999999999999
90,How long should my showers be?,"York, PA",Shower,48,,standard,10,7.5,8.5,9.0,6.0,1,7.924999999999999
90,How long should my showers be?,"York, PA",Shower,48,,standard,15,4.3,6.0,5.6,4.5,3,5.185
91,How long should my showers be?,"West Chester, PA",Shower,58,,low_flow,5,9.2,9.7,7.5,6.8,1,8.674999999999999
91,How long should my showers be?,"West Chester, PA",Shower,58,,low_flow,7,8.5,9.5,8.0,7.0,2,8.525
91,How long should my showers be?,"West Chester, PA",Shower,58,,low_flow,10,7.5,8.7,10.0,6.2,3,8.225
92,How long should my showers be?,"State College, PA",Shower,30,,standard,6,7.5,8.5,8.2,6.0,1,7.764999999999999
92,How long should my showers be?,"State College, PA",Shower,30,,standard,10,6.5,8.0,9.5,5.0,2,7.4
92,How long should my showers be?,"State College, PA",Shower,30,,standard,15,3.5,5.5,6.0,4.0,3,4.7749999999999995
93,How long should my showers be?,"Doylestown, PA",Shower,85,,standard,6,9.2,9.8,7.5,6.0,2,8.59
93,How long should my showers be?,"Doylestown, PA",Shower,85,,standard,9,8.5,9.6,10.0,7.8,1,9.08
93,How long should my showers be?,"Doylestown, PA",Shower,85,,standard,12,7.5,8.7,10.0,6.2,3,8.225
94,What's the ideal shower length?,"Media, PA",Shower,52,,low_flow,5,9.2,9.5,7.5,6.8,2,8.604999999999999
94,What's the ideal shower length?,"Media, PA",Shower,52,,low_flow,8,9.0,9.5,8.5,7.5,1,8.85
94,What's the ideal shower length?,"Media, PA",Shower,52,,low_flow,12,7.2,8.5,9.5,6.0,3,7.9350000000000005
95,What's the ideal shower length?,"Norristown, PA",Shower,35,,standard,6,7.5,8.5,8.2,6.0,1,7.764999999999999
95,What's the ideal shower length?,"Norristown, PA",Shower,35,,standard,10,6.7,8.1,9.3,5.1,2,7.469999999999999
95,What's the ideal shower length?,"Norristown, PA",Shower,35,,standard,15,4.3,6.0,5.6,4.5,3,5.185
96,What's the ideal shower length?,"King of Prussia, PA",Shower,62,,standard,6,9.2,9.8,8.5,6.5,2,8.865
96,What's the ideal shower length?,"King of Prussia, PA",Shower,62,,standard,9,8.5,9.6,10.0,7.8,1,9.08
96,What's the ideal shower length?,"King of Prussia, PA",Shower,62,,standard,12,7.2,8.5,9.5,6.0,3,7.9350000000000005
97,How long should my showers be?,"Pottstown, PA",Shower,78,,standard,5,9.5,9.8,6.5,3.2,2,8.06
97,How long should my showers be?,"Pottstown, PA",Shower,78,,standard,8,8.5,8.7,9.5,7.0,1,8.545
97,How long should my showers be?,"Pottstown, PA",Shower,78,,standard,12,6.5,7.5,9.5,5.5,3,7.300000000000001
98,What's the ideal shower length?,"Exton, PA",Shower,55,,standard,6,8.9,9.2,8.5,6.7,1,8.594999999999999
98,What's the ideal shower length?,"Exton, PA",Shower,55,,standard,9,7.0,8.5,9.0,6.5,2,7.849999999999999
98,What's the ideal shower length?,"Exton, PA",Shower,55,,standard,12,5.6,7.2,10.0,6.2,3,7.13
99,What's the ideal shower length?,"Newtown, PA",Shower,33,,standard,5,9.0,9.5,6.5,3.0,2,7.7749999999999995
99,What's the ideal shower length?,"Newtown, PA",Shower,33,,standard,7,8.0,9.2,8.5,6.5,1,8.295
99,What's the ideal shower length?,"Newtown, PA",Shower,33,,standard,10,6.7,8.1,9.3,5.1,3,7.469999999999999
100,What's the ideal shower length?,"Wilkes-Barre, PA",Shower,58,,low_flow,2,8.9,9.5,8.2,6.5,1,8.61
100,What's the ideal shower length?,"Wilkes-Barre, PA",Shower,58,,low_flow,16,3.5,5.2,6.4,4.1,2,4.765000000000001
100,What's the ideal shower length?,"Wilkes-Barre, PA",Shower,58,,low_flow,29,3.2,4.5,6.8,3.5,3,4.420000000000001
