scenario_id,decision_type,question,location,outdoor_temp,alternative,energy_cost,environmental,comfort,practicality,rank,weighted_score
67,Appliance,I have time to do laundry this afternoon (around 5 PM). When should I start?,"Lancaster, PA",,Wash at 5:00 PM,6.0,5.0,8.0,9.0,3,6.5
67,Appliance,I have time to do laundry this afternoon (around 5 PM). When should I start?,"Lancaster, PA",,Wash at 2:00 PM,6.0,7.0,8.0,9.0,1,7.199999999999999
67,Appliance,I have time to do laundry this afternoon (around 5 PM). When should I start?,"Lancaster, PA",,Wash at 10:00 PM,8.0,7.0,6.0,7.0,2,7.1
68,Appliance,Planning to run the washing machine around 11 PM. Is that okay or should I wait?,"Pittsburgh, PA",,Wash at 11:00 PM,8.0,7.0,6.0,7.0,2,7.1
68,Appliance,Planning to run the washing machine around 11 PM. Is that okay or should I wait?,"Pittsburgh, PA",,Wash at 3:00 PM,6.0,7.0,8.0,9.0,1,7.199999999999999
68,Appliance,Planning to run the washing machine around 11 PM. Is that okay or should I wait?,"Pittsburgh, PA",,Wash at 5:00 PM,6.0,5.0,8.0,9.0,3,6.5
69,Appliance,I have time to do laundry this afternoon (around 5 PM). When should I start?,"Harrisburg, PA",,Wash at 5:00 PM,6.0,5.0,8.0,9.0,3,6.5
69,Appliance,I have time to do laundry this afternoon (around 5 PM). When should I start?,"Harrisburg, PA",,Wash at 2:00 PM,6.0,7.0,8.0,9.0,1,7.199999999999999
69,Appliance,I have time to do laundry this afternoon (around 5 PM). When should I start?,"Harrisburg, PA",,Wash at 9:00 PM,7.0,7.0,6.0,5.0,2,6.5
70,Appliance,Thinking of washing clothes around 4 PM. Good timing?,"Allentown, PA",,Wash at 4:00 PM,6.0,5.0,8.0,9.0,3,6.5
70,Appliance,Thinking of washing clothes around 4 PM. Good timing?,"Allentown, PA",,Wash at 1:00 AM,8.0,7.0,6.0,5.0,2,6.8
70,Appliance,Thinking of washing clothes around 4 PM. Good timing?,"Allentown, PA",,Wash at 10:00 PM,8.0,7.0,6.0,5.0,1,6.8
71,Appliance,I have time to do laundry this afternoon (around 4 PM). When should I start?,"Erie, PA",,Wash at 4:00 PM,5.0,5.0,8.0,7.0,3,5.8999999999999995
71,Appliance,I have time to do laundry this afternoon (around 4 PM). When should I start?,"Erie, PA",,Wash at 12:00 PM,5.0,6.0,7.0,8.0,2,6.2
71,Appliance,I have time to do laundry this afternoon (around 4 PM). When should I start?,"Erie, PA",,Wash at 9:00 PM,8.0,7.0,6.0,5.0,1,6.8
72,Appliance,Thinking of washing clothes around 5 PM. Good timing?,"Scranton, PA",,Wash at 5:00 PM,7.0,6.0,8.0,9.0,2,7.149999999999999
72,Appliance,Thinking of washing clothes around 5 PM. Good timing?,"Scranton, PA",,Wash at 1:00 AM,9.0,8.0,6.0,7.0,1,7.75
72,Appliance,Thinking of washing clothes around 5 PM. Good timing?,"Scranton, PA",,Wash at 7:00 PM,6.0,6.0,8.0,7.0,3,6.55
73,Appliance,It's late (around 7 PM) but I need to wash clothes. Should I do it now?,"Bethlehem, PA",,Wash at 7:00 PM,5.0,5.0,8.0,7.0,3,5.8999999999999995
73,Appliance,It's late (around 7 PM) but I need to wash clothes. Should I do it now?,"Bethlehem, PA",,Wash at 2:00 PM,5.0,6.0,7.0,8.0,2,6.2
73,Appliance,It's late (around 7 PM) but I need to wash clothes. Should I do it now?,"Bethlehem, PA",,Wash at 1:00 AM,8.0,7.0,4.0,5.0,1,6.3999999999999995
74,Appliance,I want to run a load of laundry around 5 PM. When's the best time?,"Reading, PA",,Wash at 5:00 PM,6.0,7.0,8.0,9.0,2,7.199999999999999
74,Appliance,I want to run a load of laundry around 5 PM. When's the best time?,"Reading, PA",,Wash at 10:00 PM,8.0,7.0,6.0,7.0,3,7.1
74,Appliance,I want to run a load of laundry around 5 PM. When's the best time?,"Reading, PA",,Wash at 1:00 AM,9.0,8.0,5.0,6.0,1,7.4
75,Appliance,Planning to run the washing machine around 9 PM. Is that okay or should I wait?,"York, PA",,Wash at 9:00 PM,8.0,7.0,9.0,8.0,1,7.85
75,Appliance,Planning to run the washing machine around 9 PM. Is that okay or should I wait?,"York, PA",,Wash at 12:00 AM,8.0,7.0,6.0,5.0,3,6.8
75,Appliance,Planning to run the washing machine around 9 PM. Is that okay or should I wait?,"York, PA",,Wash at 2:00 PM,8.0,7.0,6.0,7.0,2,7.1
76,Appliance,My laundry is ready to dry (around 2 PM). Should I run the dryer now or wait?,"Philadelphia, PA",,Dry at 2:00 PM,6.0,5.0,8.0,9.0,2,6.5
76,Appliance,My laundry is ready to dry (around 2 PM). Should I run the dryer now or wait?,"Philadelphia, PA",,Dry at 9:00 PM,7.0,6.0,8.0,7.0,1,6.849999999999999
76,Appliance,My laundry is ready to dry (around 2 PM). Should I run the dryer now or wait?,"Philadelphia, PA",,Dry at 5:00 PM,6.0,5.0,8.0,7.0,3,6.2
77,Appliance,Planning to run the dryer around 2 PM. Is that a good time?,"Lancaster, PA",,Dry at 2:00 PM,6.0,5.0,8.0,7.0,3,6.2
77,Appliance,Planning to run the dryer around 2 PM. Is that a good time?,"Lancaster, PA",,Dry at 12:00 AM,8.0,7.0,6.0,9.0,2,7.3999999999999995
77,Appliance,Planning to run the dryer around 2 PM. Is that a good time?,"Lancaster, PA",,Dry at 11:00 PM,8.0,7.0,6.0,9.0,1,7.3999999999999995
78,Appliance,I'm ready to dry clothes (around 1 AM). When should I start the dryer?,"Pittsburgh, PA",,Dry at 1:00 AM,8.0,7.0,5.0,6.0,1,6.75
78,Appliance,I'm ready to dry clothes (around 1 AM). When should I start the dryer?,"Pittsburgh, PA",,Dry at 2:00 PM,5.0,6.0,7.0,8.0,3,6.2
78,Appliance,I'm ready to dry clothes (around 1 AM). When should I start the dryer?,"Pittsburgh, PA",,Dry at 8:00 PM,6.0,5.0,8.0,7.0,2,6.2
79,Appliance,I'm ready to dry clothes (around 8 PM). When should I start the dryer?,"Harrisburg, PA",,Dry at 8:00 PM,5.0,6.0,8.0,7.0,2,6.249999999999999
79,Appliance,I'm ready to dry clothes (around 8 PM). When should I start the dryer?,"Harrisburg, PA",,Dry at 10:00 AM,6.0,6.0,7.0,8.0,1,6.5
79,Appliance,I'm ready to dry clothes (around 8 PM). When should I start the dryer?,"Harrisburg, PA",,Dry at 4:00 PM,4.0,5.0,7.0,8.0,3,5.550000000000001
80,Appliance,Planning to run the dryer around 1 AM. Is that the best time?,"Allentown, PA",,Dry at 1:00 AM,8.0,7.0,6.0,5.0,1,6.8
80,Appliance,Planning to run the dryer around 1 AM. Is that the best time?,"Allentown, PA",,Dry at 9:00 PM,4.0,5.0,7.0,8.0,3,5.550000000000001
80,Appliance,Planning to run the dryer around 1 AM. Is that the best time?,"Allentown, PA",,Dry at 4:00 PM,5.0,6.0,8.0,7.0,2,6.249999999999999
81,Appliance,It's late (around midnight) and I need to dry laundry. Should I start now or delay?,"Erie, PA",,Dry at 12:00 AM,8.0,7.0,6.0,5.0,1,6.8
81,Appliance,It's late (around midnight) and I need to dry laundry. Should I start now or delay?,"Erie, PA",,Dry at 7:00 PM,6.0,5.0,8.0,7.0,3,6.2
81,Appliance,It's late (around midnight) and I need to dry laundry. Should I start now or delay?,"Erie, PA",,Dry at 3:00 PM,6.0,7.0,4.0,8.0,2,6.25
82,Appliance,I'm ready to dry clothes (around midnight). When should I start the dryer?,"Scranton, PA",,Dry at 12:00 AM,8.0,7.0,5.0,6.0,2,6.75
82,Appliance,I'm ready to dry clothes (around midnight). When should I start the dryer?,"Scranton, PA",,Dry at 10:00 PM,8.0,7.0,6.0,7.0,1,7.1
82,Appliance,I'm ready to dry clothes (around midnight). When should I start the dryer?,"Scranton, PA",,Dry at 4:00 PM,3.0,4.0,7.0,6.0,3,4.6
83,Appliance,My laundry is ready to dry (around 4 PM). Should I run the dryer now or wait?,"Bethlehem, PA",,Dry at 4:00 PM,6.0,5.0,8.0,9.0,3,6.5
83,Appliance,My laundry is ready to dry (around 4 PM). Should I run the dryer now or wait?,"Bethlehem, PA",,Dry at 10:00 PM,8.0,7.0,6.0,7.0,2,7.1
83,Appliance,My laundry is ready to dry (around 4 PM). Should I run the dryer now or wait?,"Bethlehem, PA",,Dry at 6:00 AM,8.0,7.0,6.0,9.0,1,7.3999999999999995
84,Appliance,Planning to run the dryer around 3 PM. Is that a good time?,"Reading, PA",,Dry at 3:00 PM,7.0,6.0,8.0,9.0,3,7.149999999999999
84,Appliance,Planning to run the dryer around 3 PM. Is that a good time?,"Reading, PA",,Dry at 11:00 PM,8.0,7.0,6.0,9.0,2,7.3999999999999995
84,Appliance,Planning to run the dryer around 3 PM. Is that a good time?,"Reading, PA",,Dry at 1:00 AM,9.0,8.0,6.0,7.0,1,7.75
85,Appliance,When should I do dishes today?,"York, PA",,Run dishwasher at 7:00 PM,5.0,5.0,8.0,7.0,3,5.8999999999999995
85,Appliance,When should I do dishes today?,"York, PA",,Run dishwasher at 10:00 PM,8.0,7.0,6.0,7.0,1,7.1
85,Appliance,When should I do dishes today?,"York, PA",,Run dishwasher at 1:00 AM,8.0,7.0,5.0,6.0,2,6.75
86,Shower,What's the ideal shower length?,"Erie, PA",28,6,7.0,7.0,8.0,9.0,1,7.5
86,Shower,What's the ideal shower length?,"Erie, PA",28,9,5.0,6.0,7.0,8.0,2,6.2
86,Shower,What's the ideal shower length?,"Erie, PA",28,12,4.0,5.0,7.0,6.0,3,5.25
87,Shower,What's the ideal shower length?,"Scranton, PA",32,5,7.0,8.0,6.0,9.0,1,7.45
87,Shower,What's the ideal shower length?,"Scranton, PA",32,7,6.0,7.0,8.0,9.0,2,7.199999999999999
87,Shower,What's the ideal shower length?,"Scranton, PA",32,10,3.0,4.0,7.0,6.0,3,4.6
88,Shower,What's the ideal shower length?,"Bethlehem, PA",60,5,5.0,5.0,5.0,5.0,2,5.0
88,Shower,What's the ideal shower length?,"Bethlehem, PA",60,10,3.0,4.0,7.0,6.0,3,4.6
88,Shower,What's the ideal shower length?,"Bethlehem, PA",60,15,4.0,5.0,7.0,6.0,1,5.25
89,Shower,How long should my showers be?,"Reading, PA",82,5,7.0,7.0,6.0,8.0,3,6.95
89,Shower,How long should my showers be?,"Reading, PA",82,8,7.0,6.0,8.0,9.0,2,7.149999999999999
89,Shower,How long should my showers be?,"Reading, PA",82,12,6.0,7.0,8.0,9.0,1,7.199999999999999
90,Shower,How long should my showers be?,"York, PA",48,5,7.0,7.0,6.0,8.0,2,6.95
90,Shower,How long should my showers be?,"York, PA",48,10,3.0,4.0,7.0,6.0,3,4.6
90,Shower,How long should my showers be?,"York, PA",48,15,6.0,7.0,8.0,9.0,1,7.199999999999999
91,Shower,How long should my showers be?,"West Chester, PA",58,5,7.0,6.0,8.0,9.0,1,7.149999999999999
91,Shower,How long should my showers be?,"West Chester, PA",58,7,7.0,7.0,6.0,8.0,2,6.95
91,Shower,How long should my showers be?,"West Chester, PA",58,10,2.0,2.0,7.0,6.0,3,3.6
92,Shower,How long should my showers be?,"State College, PA",30,6,7.0,7.0,8.0,9.0,1,7.5
92,Shower,How long should my showers be?,"State College, PA",30,10,3.0,4.0,8.0,7.0,3,4.95
92,Shower,How long should my showers be?,"State College, PA",30,15,6.0,7.0,8.0,9.0,2,7.199999999999999
93,Shower,How long should my showers be?,"Doylestown, PA",85,6,7.0,7.0,6.0,8.0,2,6.95
93,Shower,How long should my showers be?,"Doylestown, PA",85,9,3.0,4.0,7.0,6.0,3,4.6
93,Shower,How long should my showers be?,"Doylestown, PA",85,12,6.0,7.0,8.0,9.0,1,7.199999999999999
94,Shower,What's the ideal shower length?,"Media, PA",52,5,8.0,7.0,6.0,9.0,1,7.3999999999999995
94,Shower,What's the ideal shower length?,"Media, PA",52,8,7.0,6.0,8.0,9.0,2,7.149999999999999
94,Shower,What's the ideal shower length?,"Media, PA",52,12,5.0,5.0,5.0,5.0,3,5.0
95,Shower,What's the ideal shower length?,"Norristown, PA",35,6,7.0,7.0,8.0,9.0,1,7.5
95,Shower,What's the ideal shower length?,"Norristown, PA",35,10,3.0,4.0,7.0,6.0,3,4.6
95,Shower,What's the ideal shower length?,"Norristown, PA",35,15,4.0,5.0,7.0,6.0,2,5.25
96,Shower,What's the ideal shower length?,"King of Prussia, PA",62,6,7.0,8.0,6.0,9.0,1,7.45
96,Shower,What's the ideal shower length?,"King of Prussia, PA",62,9,5.0,6.0,7.0,8.0,2,6.2
96,Shower,What's the ideal shower length?,"King of Prussia, PA",62,12,3.0,4.0,7.0,5.0,3,4.45
97,Shower,How long should my showers be?,"Pottstown, PA",78,5,7.0,7.0,6.0,8.0,1,6.95
97,Shower,How long should my showers be?,"Pottstown, PA",78,8,5.0,6.0,7.0,8.0,3,6.2
97,Shower,How long should my showers be?,"Pottstown, PA",78,12,5.0,6.0,7.0,8.0,2,6.2
98,Shower,What's the ideal shower length?,"Exton, PA",55,6,7.0,8.0,7.0,9.0,1,7.65
98,Shower,What's the ideal shower length?,"Exton, PA",55,9,3.0,4.0,7.0,6.0,3,4.6
98,Shower,What's the ideal shower length?,"Exton, PA",55,12,3.0,4.0,7.0,6.0,2,4.6
99,Shower,What's the ideal shower length?,"Newtown, PA",33,5,5.0,5.0,5.0,5.0,2,5.0
99,Shower,What's the ideal shower length?,"Newtown, PA",33,7,7.0,7.0,8.0,9.0,1,7.5
99,Shower,What's the ideal shower length?,"Newtown, PA",33,10,4.0,4.0,7.0,6.0,3,4.9
100,Shower,What's the ideal shower length?,"Wilkes-Barre, PA",58,2,9.0,9.0,3.0,7.0,1,7.499999999999999
100,Shower,What's the ideal shower length?,"Wilkes-Barre, PA",58,16,3.0,4.0,7.0,6.0,2,4.6
100,Shower,What's the ideal shower length?,"Wilkes-Barre, PA",58,29,2.0,3.0,5.0,4.0,3,3.25
