file,line,type,value,section,subsection,float_label,in_float,context
supp,707,decimal,0.1359,S\thesuppsectioncounter.\ #1,RAG Ablation: Test-Family Bookkeeping,app:rag_ablation_significance,yes,"...{ (1.0043,0.1261) (1.0067,0.1281) (1.0100,0.1300) (1.0147,0.1320) (1.0210,0.1340) (1.0293,0.1359) (1.0398,0.1379) (1.0528,0.1399) (1.0683,0.1419) (1.0861,0.1438) (1.1061,0.1458) (1.1277,..."
supp,707,decimal,1.0398,S\thesuppsectioncounter.\ #1,RAG Ablation: Test-Family Bookkeeping,app:rag_ablation_significance,yes,"...,0.1261) (1.0067,0.1281) (1.0100,0.1300) (1.0147,0.1320) (1.0210,0.1340) (1.0293,0.1359) (1.0398,0.1379) (1.0528,0.1399) (1.0683,0.1419) (1.0861,0.1438) (1.1061,0.1458) (1.1277,0.1478) (..."
supp,707,decimal,0.1379,S\thesuppsectioncounter.\ #1,RAG Ablation: Test-Family Bookkeeping,app:rag_ablation_significance,yes,"...) (1.0067,0.1281) (1.0100,0.1300) (1.0147,0.1320) (1.0210,0.1340) (1.0293,0.1359) (1.0398,0.1379) (1.0528,0.1399) (1.0683,0.1419) (1.0861,0.1438) (1.1061,0.1458) (1.1277,0.1478) (1.1502,..."
supp,707,decimal,1.0528,S\thesuppsectioncounter.\ #1,RAG Ablation: Test-Family Bookkeeping,app:rag_ablation_significance,yes,"...,0.1281) (1.0100,0.1300) (1.0147,0.1320) (1.0210,0.1340) (1.0293,0.1359) (1.0398,0.1379) (1.0528,0.1399) (1.0683,0.1419) (1.0861,0.1438) (1.1061,0.1458) (1.1277,0.1478) (1.1502,0.1497) (..."
supp,707,decimal,0.1399,S\thesuppsectioncounter.\ #1,RAG Ablation: Test-Family Bookkeeping,app:rag_ablation_significance,yes,"...) (1.0100,0.1300) (1.0147,0.1320) (1.0210,0.1340) (1.0293,0.1359) (1.0398,0.1379) (1.0528,0.1399) (1.0683,0.1419) (1.0861,0.1438) (1.1061,0.1458) (1.1277,0.1478) (1.1502,0.1497) (1.1727,..."
supp,707,decimal,1.0683,S\thesuppsectioncounter.\ #1,RAG Ablation: Test-Family Bookkeeping,app:rag_ablation_significance,yes,"...,0.1300) (1.0147,0.1320) (1.0210,0.1340) (1.0293,0.1359) (1.0398,0.1379) (1.0528,0.1399) (1.0683,0.1419) (1.0861,0.1438) (1.1061,0.1458) (1.1277,0.1478) (1.1502,0.1497) (1.1727,0.1517) (..."
supp,707,decimal,0.1419,S\thesuppsectioncounter.\ #1,RAG Ablation: Test-Family Bookkeeping,app:rag_ablation_significance,yes,"...) (1.0147,0.1320) (1.0210,0.1340) (1.0293,0.1359) (1.0398,0.1379) (1.0528,0.1399) (1.0683,0.1419) (1.0861,0.1438) (1.1061,0.1458) (1.1277,0.1478) (1.1502,0.1497) (1.1727,0.1517) (1.1944,..."
supp,707,decimal,1.0861,S\thesuppsectioncounter.\ #1,RAG Ablation: Test-Family Bookkeeping,app:rag_ablation_significance,yes,"...,0.1320) (1.0210,0.1340) (1.0293,0.1359) (1.0398,0.1379) (1.0528,0.1399) (1.0683,0.1419) (1.0861,0.1438) (1.1061,0.1458) (1.1277,0.1478) (1.1502,0.1497) (1.1727,0.1517) (1.1944,0.1537) (..."
supp,707,decimal,0.1438,S\thesuppsectioncounter.\ #1,RAG Ablation: Test-Family Bookkeeping,app:rag_ablation_significance,yes,"...) (1.0210,0.1340) (1.0293,0.1359) (1.0398,0.1379) (1.0528,0.1399) (1.0683,0.1419) (1.0861,0.1438) (1.1061,0.1458) (1.1277,0.1478) (1.1502,0.1497) (1.1727,0.1517) (1.1944,0.1537) (1.2145,..."
supp,707,decimal,1.1061,S\thesuppsectioncounter.\ #1,RAG Ablation: Test-Family Bookkeeping,app:rag_ablation_significance,yes,"...,0.1340) (1.0293,0.1359) (1.0398,0.1379) (1.0528,0.1399) (1.0683,0.1419) (1.0861,0.1438) (1.1061,0.1458) (1.1277,0.1478) (1.1502,0.1497) (1.1727,0.1517) (1.1944,0.1537) (1.2145,0.1556) (..."
supp,707,decimal,0.1458,S\thesuppsectioncounter.\ #1,RAG Ablation: Test-Family Bookkeeping,app:rag_ablation_significance,yes,"...) (1.0293,0.1359) (1.0398,0.1379) (1.0528,0.1399) (1.0683,0.1419) (1.0861,0.1438) (1.1061,0.1458) (1.1277,0.1478) (1.1502,0.1497) (1.1727,0.1517) (1.1944,0.1537) (1.2145,0.1556) (1.2324,..."
supp,707,decimal,1.1277,S\thesuppsectioncounter.\ #1,RAG Ablation: Test-Family Bookkeeping,app:rag_ablation_significance,yes,"...,0.1359) (1.0398,0.1379) (1.0528,0.1399) (1.0683,0.1419) (1.0861,0.1438) (1.1061,0.1458) (1.1277,0.1478) (1.1502,0.1497) (1.1727,0.1517) (1.1944,0.1537) (1.2145,0.1556) (1.2324,0.1576) (..."
supp,707,decimal,0.1478,S\thesuppsectioncounter.\ #1,RAG Ablation: Test-Family Bookkeeping,app:rag_ablation_significance,yes,"...) (1.0398,0.1379) (1.0528,0.1399) (1.0683,0.1419) (1.0861,0.1438) (1.1061,0.1458) (1.1277,0.1478) (1.1502,0.1497) (1.1727,0.1517) (1.1944,0.1537) (1.2145,0.1556) (1.2324,0.1576) (1.2479,..."
supp,707,decimal,1.1502,S\thesuppsectioncounter.\ #1,RAG Ablation: Test-Family Bookkeeping,app:rag_ablation_significance,yes,"...,0.1379) (1.0528,0.1399) (1.0683,0.1419) (1.0861,0.1438) (1.1061,0.1458) (1.1277,0.1478) (1.1502,0.1497) (1.1727,0.1517) (1.1944,0.1537) (1.2145,0.1556) (1.2324,0.1576) (1.2479,0.1596) (..."
supp,707,decimal,0.1497,S\thesuppsectioncounter.\ #1,RAG Ablation: Test-Family Bookkeeping,app:rag_ablation_significance,yes,"...) (1.0528,0.1399) (1.0683,0.1419) (1.0861,0.1438) (1.1061,0.1458) (1.1277,0.1478) (1.1502,0.1497) (1.1727,0.1517) (1.1944,0.1537) (1.2145,0.1556) (1.2324,0.1576) (1.2479,0.1596) (1.2609,..."
supp,707,decimal,1.1727,S\thesuppsectioncounter.\ #1,RAG Ablation: Test-Family Bookkeeping,app:rag_ablation_significance,yes,"...,0.1399) (1.0683,0.1419) (1.0861,0.1438) (1.1061,0.1458) (1.1277,0.1478) (1.1502,0.1497) (1.1727,0.1517) (1.1944,0.1537) (1.2145,0.1556) (1.2324,0.1576) (1.2479,0.1596) (1.2609,0.1615) (..."
supp,707,decimal,0.1517,S\thesuppsectioncounter.\ #1,RAG Ablation: Test-Family Bookkeeping,app:rag_ablation_significance,yes,"...) (1.0683,0.1419) (1.0861,0.1438) (1.1061,0.1458) (1.1277,0.1478) (1.1502,0.1497) (1.1727,0.1517) (1.1944,0.1537) (1.2145,0.1556) (1.2324,0.1576) (1.2479,0.1596) (1.2609,0.1615) (1.2717,..."
supp,707,decimal,1.1944,S\thesuppsectioncounter.\ #1,RAG Ablation: Test-Family Bookkeeping,app:rag_ablation_significance,yes,"...,0.1419) (1.0861,0.1438) (1.1061,0.1458) (1.1277,0.1478) (1.1502,0.1497) (1.1727,0.1517) (1.1944,0.1537) (1.2145,0.1556) (1.2324,0.1576) (1.2479,0.1596) (1.2609,0.1615) (1.2717,0.1635) (..."
supp,707,decimal,0.1537,S\thesuppsectioncounter.\ #1,RAG Ablation: Test-Family Bookkeeping,app:rag_ablation_significance,yes,"...) (1.0861,0.1438) (1.1061,0.1458) (1.1277,0.1478) (1.1502,0.1497) (1.1727,0.1517) (1.1944,0.1537) (1.2145,0.1556) (1.2324,0.1576) (1.2479,0.1596) (1.2609,0.1615) (1.2717,0.1635) (1.2809,..."
supp,707,decimal,1.2145,S\thesuppsectioncounter.\ #1,RAG Ablation: Test-Family Bookkeeping,app:rag_ablation_significance,yes,"...,0.1438) (1.1061,0.1458) (1.1277,0.1478) (1.1502,0.1497) (1.1727,0.1517) (1.1944,0.1537) (1.2145,0.1556) (1.2324,0.1576) (1.2479,0.1596) (1.2609,0.1615) (1.2717,0.1635) (1.2809,0.1655) (..."
supp,707,decimal,0.1556,S\thesuppsectioncounter.\ #1,RAG Ablation: Test-Family Bookkeeping,app:rag_ablation_significance,yes,"...) (1.1061,0.1458) (1.1277,0.1478) (1.1502,0.1497) (1.1727,0.1517) (1.1944,0.1537) (1.2145,0.1556) (1.2324,0.1576) (1.2479,0.1596) (1.2609,0.1615) (1.2717,0.1635) (1.2809,0.1655) (1.2893,..."
supp,707,decimal,1.2324,S\thesuppsectioncounter.\ #1,RAG Ablation: Test-Family Bookkeeping,app:rag_ablation_significance,yes,"...,0.1458) (1.1277,0.1478) (1.1502,0.1497) (1.1727,0.1517) (1.1944,0.1537) (1.2145,0.1556) (1.2324,0.1576) (1.2479,0.1596) (1.2609,0.1615) (1.2717,0.1635) (1.2809,0.1655) (1.2893,0.1675) (..."
supp,707,decimal,0.1576,S\thesuppsectioncounter.\ #1,RAG Ablation: Test-Family Bookkeeping,app:rag_ablation_significance,yes,"...) (1.1277,0.1478) (1.1502,0.1497) (1.1727,0.1517) (1.1944,0.1537) (1.2145,0.1556) (1.2324,0.1576) (1.2479,0.1596) (1.2609,0.1615) (1.2717,0.1635) (1.2809,0.1655) (1.2893,0.1675) (1.2976,..."
supp,707,decimal,1.2479,S\thesuppsectioncounter.\ #1,RAG Ablation: Test-Family Bookkeeping,app:rag_ablation_significance,yes,"...,0.1478) (1.1502,0.1497) (1.1727,0.1517) (1.1944,0.1537) (1.2145,0.1556) (1.2324,0.1576) (1.2479,0.1596) (1.2609,0.1615) (1.2717,0.1635) (1.2809,0.1655) (1.2893,0.1675) (1.2976,0.1694) (..."
supp,707,decimal,0.1596,S\thesuppsectioncounter.\ #1,RAG Ablation: Test-Family Bookkeeping,app:rag_ablation_significance,yes,"...) (1.1502,0.1497) (1.1727,0.1517) (1.1944,0.1537) (1.2145,0.1556) (1.2324,0.1576) (1.2479,0.1596) (1.2609,0.1615) (1.2717,0.1635) (1.2809,0.1655) (1.2893,0.1675) (1.2976,0.1694) (1.3062,..."
supp,707,decimal,1.2609,S\thesuppsectioncounter.\ #1,RAG Ablation: Test-Family Bookkeeping,app:rag_ablation_significance,yes,"...,0.1497) (1.1727,0.1517) (1.1944,0.1537) (1.2145,0.1556) (1.2324,0.1576) (1.2479,0.1596) (1.2609,0.1615) (1.2717,0.1635) (1.2809,0.1655) (1.2893,0.1675) (1.2976,0.1694) (1.3062,0.1714) (..."
supp,707,decimal,0.1615,S\thesuppsectioncounter.\ #1,RAG Ablation: Test-Family Bookkeeping,app:rag_ablation_significance,yes,"...) (1.1727,0.1517) (1.1944,0.1537) (1.2145,0.1556) (1.2324,0.1576) (1.2479,0.1596) (1.2609,0.1615) (1.2717,0.1635) (1.2809,0.1655) (1.2893,0.1675) (1.2976,0.1694) (1.3062,0.1714) (1.3153,..."
supp,707,decimal,1.2717,S\thesuppsectioncounter.\ #1,RAG Ablation: Test-Family Bookkeeping,app:rag_ablation_significance,yes,"...,0.1517) (1.1944,0.1537) (1.2145,0.1556) (1.2324,0.1576) (1.2479,0.1596) (1.2609,0.1615) (1.2717,0.1635) (1.2809,0.1655) (1.2893,0.1675) (1.2976,0.1694) (1.3062,0.1714) (1.3153,0.1734) (..."
supp,707,decimal,0.1635,S\thesuppsectioncounter.\ #1,RAG Ablation: Test-Family Bookkeeping,app:rag_ablation_significance,yes,"...) (1.1944,0.1537) (1.2145,0.1556) (1.2324,0.1576) (1.2479,0.1596) (1.2609,0.1615) (1.2717,0.1635) (1.2809,0.1655) (1.2893,0.1675) (1.2976,0.1694) (1.3062,0.1714) (1.3153,0.1734) (1.3248,..."
supp,707,decimal,1.2809,S\thesuppsectioncounter.\ #1,RAG Ablation: Test-Family Bookkeeping,app:rag_ablation_significance,yes,"...,0.1537) (1.2145,0.1556) (1.2324,0.1576) (1.2479,0.1596) (1.2609,0.1615) (1.2717,0.1635) (1.2809,0.1655) (1.2893,0.1675) (1.2976,0.1694) (1.3062,0.1714) (1.3153,0.1734) (1.3248,0.1753) (..."
supp,707,decimal,0.1655,S\thesuppsectioncounter.\ #1,RAG Ablation: Test-Family Bookkeeping,app:rag_ablation_significance,yes,"...) (1.2145,0.1556) (1.2324,0.1576) (1.2479,0.1596) (1.2609,0.1615) (1.2717,0.1635) (1.2809,0.1655) (1.2893,0.1675) (1.2976,0.1694) (1.3062,0.1714) (1.3153,0.1734) (1.3248,0.1753) (1.3341,..."
supp,707,decimal,1.2893,S\thesuppsectioncounter.\ #1,RAG Ablation: Test-Family Bookkeeping,app:rag_ablation_significance,yes,"...,0.1556) (1.2324,0.1576) (1.2479,0.1596) (1.2609,0.1615) (1.2717,0.1635) (1.2809,0.1655) (1.2893,0.1675) (1.2976,0.1694) (1.3062,0.1714) (1.3153,0.1734) (1.3248,0.1753) (1.3341,0.1773) (..."
supp,707,decimal,0.1675,S\thesuppsectioncounter.\ #1,RAG Ablation: Test-Family Bookkeeping,app:rag_ablation_significance,yes,"...) (1.2324,0.1576) (1.2479,0.1596) (1.2609,0.1615) (1.2717,0.1635) (1.2809,0.1655) (1.2893,0.1675) (1.2976,0.1694) (1.3062,0.1714) (1.3153,0.1734) (1.3248,0.1753) (1.3341,0.1773) (1.3422,..."
supp,707,decimal,1.2976,S\thesuppsectioncounter.\ #1,RAG Ablation: Test-Family Bookkeeping,app:rag_ablation_significance,yes,"...,0.1576) (1.2479,0.1596) (1.2609,0.1615) (1.2717,0.1635) (1.2809,0.1655) (1.2893,0.1675) (1.2976,0.1694) (1.3062,0.1714) (1.3153,0.1734) (1.3248,0.1753) (1.3341,0.1773) (1.3422,0.1793) (..."
supp,707,decimal,0.1694,S\thesuppsectioncounter.\ #1,RAG Ablation: Test-Family Bookkeeping,app:rag_ablation_significance,yes,"...) (1.2479,0.1596) (1.2609,0.1615) (1.2717,0.1635) (1.2809,0.1655) (1.2893,0.1675) (1.2976,0.1694) (1.3062,0.1714) (1.3153,0.1734) (1.3248,0.1753) (1.3341,0.1773) (1.3422,0.1793) (1.3479,..."
supp,707,decimal,1.3062,S\thesuppsectioncounter.\ #1,RAG Ablation: Test-Family Bookkeeping,app:rag_ablation_significance,yes,"...,0.1596) (1.2609,0.1615) (1.2717,0.1635) (1.2809,0.1655) (1.2893,0.1675) (1.2976,0.1694) (1.3062,0.1714) (1.3153,0.1734) (1.3248,0.1753) (1.3341,0.1773) (1.3422,0.1793) (1.3479,0.1812) (..."
supp,707,decimal,0.1714,S\thesuppsectioncounter.\ #1,RAG Ablation: Test-Family Bookkeeping,app:rag_ablation_significance,yes,"...) (1.2609,0.1615) (1.2717,0.1635) (1.2809,0.1655) (1.2893,0.1675) (1.2976,0.1694) (1.3062,0.1714) (1.3153,0.1734) (1.3248,0.1753) (1.3341,0.1773) (1.3422,0.1793) (1.3479,0.1812) (1.3500,..."
supp,707,decimal,1.3153,S\thesuppsectioncounter.\ #1,RAG Ablation: Test-Family Bookkeeping,app:rag_ablation_significance,yes,"...,0.1615) (1.2717,0.1635) (1.2809,0.1655) (1.2893,0.1675) (1.2976,0.1694) (1.3062,0.1714) (1.3153,0.1734) (1.3248,0.1753) (1.3341,0.1773) (1.3422,0.1793) (1.3479,0.1812) (1.3500,0.1832) (..."
supp,707,decimal,0.1734,S\thesuppsectioncounter.\ #1,RAG Ablation: Test-Family Bookkeeping,app:rag_ablation_significance,yes,"...) (1.2717,0.1635) (1.2809,0.1655) (1.2893,0.1675) (1.2976,0.1694) (1.3062,0.1714) (1.3153,0.1734) (1.3248,0.1753) (1.3341,0.1773) (1.3422,0.1793) (1.3479,0.1812) (1.3500,0.1832) (1.3474,..."
supp,707,decimal,1.3248,S\thesuppsectioncounter.\ #1,RAG Ablation: Test-Family Bookkeeping,app:rag_ablation_significance,yes,"...,0.1635) (1.2809,0.1655) (1.2893,0.1675) (1.2976,0.1694) (1.3062,0.1714) (1.3153,0.1734) (1.3248,0.1753) (1.3341,0.1773) (1.3422,0.1793) (1.3479,0.1812) (1.3500,0.1832) (1.3474,0.1852) (..."
supp,707,decimal,0.1753,S\thesuppsectioncounter.\ #1,RAG Ablation: Test-Family Bookkeeping,app:rag_ablation_significance,yes,"...) (1.2809,0.1655) (1.2893,0.1675) (1.2976,0.1694) (1.3062,0.1714) (1.3153,0.1734) (1.3248,0.1753) (1.3341,0.1773) (1.3422,0.1793) (1.3479,0.1812) (1.3500,0.1832) (1.3474,0.1852) (1.3394,..."
supp,707,decimal,1.3341,S\thesuppsectioncounter.\ #1,RAG Ablation: Test-Family Bookkeeping,app:rag_ablation_significance,yes,"...,0.1655) (1.2893,0.1675) (1.2976,0.1694) (1.3062,0.1714) (1.3153,0.1734) (1.3248,0.1753) (1.3341,0.1773) (1.3422,0.1793) (1.3479,0.1812) (1.3500,0.1832) (1.3474,0.1852) (1.3394,0.1872) (..."
supp,707,decimal,0.1773,S\thesuppsectioncounter.\ #1,RAG Ablation: Test-Family Bookkeeping,app:rag_ablation_significance,yes,"...) (1.2893,0.1675) (1.2976,0.1694) (1.3062,0.1714) (1.3153,0.1734) (1.3248,0.1753) (1.3341,0.1773) (1.3422,0.1793) (1.3479,0.1812) (1.3500,0.1832) (1.3474,0.1852) (1.3394,0.1872) (1.3257,..."
supp,707,decimal,1.3422,S\thesuppsectioncounter.\ #1,RAG Ablation: Test-Family Bookkeeping,app:rag_ablation_significance,yes,"...,0.1675) (1.2976,0.1694) (1.3062,0.1714) (1.3153,0.1734) (1.3248,0.1753) (1.3341,0.1773) (1.3422,0.1793) (1.3479,0.1812) (1.3500,0.1832) (1.3474,0.1852) (1.3394,0.1872) (1.3257,0.1891) (..."
supp,707,decimal,0.1793,S\thesuppsectioncounter.\ #1,RAG Ablation: Test-Family Bookkeeping,app:rag_ablation_significance,yes,"...) (1.2976,0.1694) (1.3062,0.1714) (1.3153,0.1734) (1.3248,0.1753) (1.3341,0.1773) (1.3422,0.1793) (1.3479,0.1812) (1.3500,0.1832) (1.3474,0.1852) (1.3394,0.1872) (1.3257,0.1891) (1.3065,..."
supp,707,decimal,1.3479,S\thesuppsectioncounter.\ #1,RAG Ablation: Test-Family Bookkeeping,app:rag_ablation_significance,yes,"...,0.1694) (1.3062,0.1714) (1.3153,0.1734) (1.3248,0.1753) (1.3341,0.1773) (1.3422,0.1793) (1.3479,0.1812) (1.3500,0.1832) (1.3474,0.1852) (1.3394,0.1872) (1.3257,0.1891) (1.3065,0.1911) (..."
supp,707,decimal,0.1812,S\thesuppsectioncounter.\ #1,RAG Ablation: Test-Family Bookkeeping,app:rag_ablation_significance,yes,"...) (1.3062,0.1714) (1.3153,0.1734) (1.3248,0.1753) (1.3341,0.1773) (1.3422,0.1793) (1.3479,0.1812) (1.3500,0.1832) (1.3474,0.1852) (1.3394,0.1872) (1.3257,0.1891) (1.3065,0.1911) (1.2825,..."
supp,707,decimal,1.3500,S\thesuppsectioncounter.\ #1,RAG Ablation: Test-Family Bookkeeping,app:rag_ablation_significance,yes,"...,0.1714) (1.3153,0.1734) (1.3248,0.1753) (1.3341,0.1773) (1.3422,0.1793) (1.3479,0.1812) (1.3500,0.1832) (1.3474,0.1852) (1.3394,0.1872) (1.3257,0.1891) (1.3065,0.1911) (1.2825,0.1931) (..."
supp,707,decimal,0.1832,S\thesuppsectioncounter.\ #1,RAG Ablation: Test-Family Bookkeeping,app:rag_ablation_significance,yes,"...) (1.3153,0.1734) (1.3248,0.1753) (1.3341,0.1773) (1.3422,0.1793) (1.3479,0.1812) (1.3500,0.1832) (1.3474,0.1852) (1.3394,0.1872) (1.3257,0.1891) (1.3065,0.1911) (1.2825,0.1931) (1.2547,..."
supp,707,decimal,1.3474,S\thesuppsectioncounter.\ #1,RAG Ablation: Test-Family Bookkeeping,app:rag_ablation_significance,yes,"...,0.1734) (1.3248,0.1753) (1.3341,0.1773) (1.3422,0.1793) (1.3479,0.1812) (1.3500,0.1832) (1.3474,0.1852) (1.3394,0.1872) (1.3257,0.1891) (1.3065,0.1911) (1.2825,0.1931) (1.2547,0.1950) (..."
supp,707,decimal,0.1852,S\thesuppsectioncounter.\ #1,RAG Ablation: Test-Family Bookkeeping,app:rag_ablation_significance,yes,"...) (1.3248,0.1753) (1.3341,0.1773) (1.3422,0.1793) (1.3479,0.1812) (1.3500,0.1832) (1.3474,0.1852) (1.3394,0.1872) (1.3257,0.1891) (1.3065,0.1911) (1.2825,0.1931) (1.2547,0.1950) (1.2246,..."
supp,707,decimal,1.3394,S\thesuppsectioncounter.\ #1,RAG Ablation: Test-Family Bookkeeping,app:rag_ablation_significance,yes,"...,0.1753) (1.3341,0.1773) (1.3422,0.1793) (1.3479,0.1812) (1.3500,0.1832) (1.3474,0.1852) (1.3394,0.1872) (1.3257,0.1891) (1.3065,0.1911) (1.2825,0.1931) (1.2547,0.1950) (1.2246,0.1970) (..."
supp,707,decimal,0.1872,S\thesuppsectioncounter.\ #1,RAG Ablation: Test-Family Bookkeeping,app:rag_ablation_significance,yes,"...) (1.3341,0.1773) (1.3422,0.1793) (1.3479,0.1812) (1.3500,0.1832) (1.3474,0.1852) (1.3394,0.1872) (1.3257,0.1891) (1.3065,0.1911) (1.2825,0.1931) (1.2547,0.1950) (1.2246,0.1970) (1.1935,..."
supp,707,decimal,1.3257,S\thesuppsectioncounter.\ #1,RAG Ablation: Test-Family Bookkeeping,app:rag_ablation_significance,yes,"...,0.1773) (1.3422,0.1793) (1.3479,0.1812) (1.3500,0.1832) (1.3474,0.1852) (1.3394,0.1872) (1.3257,0.1891) (1.3065,0.1911) (1.2825,0.1931) (1.2547,0.1950) (1.2246,0.1970) (1.1935,0.1990) (..."
supp,707,decimal,0.1891,S\thesuppsectioncounter.\ #1,RAG Ablation: Test-Family Bookkeeping,app:rag_ablation_significance,yes,"...) (1.3422,0.1793) (1.3479,0.1812) (1.3500,0.1832) (1.3474,0.1852) (1.3394,0.1872) (1.3257,0.1891) (1.3065,0.1911) (1.2825,0.1931) (1.2547,0.1950) (1.2246,0.1970) (1.1935,0.1990) (1.1628,..."
supp,707,decimal,1.3065,S\thesuppsectioncounter.\ #1,RAG Ablation: Test-Family Bookkeeping,app:rag_ablation_significance,yes,"...,0.1793) (1.3479,0.1812) (1.3500,0.1832) (1.3474,0.1852) (1.3394,0.1872) (1.3257,0.1891) (1.3065,0.1911) (1.2825,0.1931) (1.2547,0.1950) (1.2246,0.1970) (1.1935,0.1990) (1.1628,0.2009) (..."
supp,707,decimal,0.1911,S\thesuppsectioncounter.\ #1,RAG Ablation: Test-Family Bookkeeping,app:rag_ablation_significance,yes,"...) (1.3479,0.1812) (1.3500,0.1832) (1.3474,0.1852) (1.3394,0.1872) (1.3257,0.1891) (1.3065,0.1911) (1.2825,0.1931) (1.2547,0.1950) (1.2246,0.1970) (1.1935,0.1990) (1.1628,0.2009) (1.1338,..."
supp,707,decimal,1.2825,S\thesuppsectioncounter.\ #1,RAG Ablation: Test-Family Bookkeeping,app:rag_ablation_significance,yes,"...,0.1812) (1.3500,0.1832) (1.3474,0.1852) (1.3394,0.1872) (1.3257,0.1891) (1.3065,0.1911) (1.2825,0.1931) (1.2547,0.1950) (1.2246,0.1970) (1.1935,0.1990) (1.1628,0.2009) (1.1338,0.2029) (..."
supp,707,decimal,0.1931,S\thesuppsectioncounter.\ #1,RAG Ablation: Test-Family Bookkeeping,app:rag_ablation_significance,yes,"...) (1.3500,0.1832) (1.3474,0.1852) (1.3394,0.1872) (1.3257,0.1891) (1.3065,0.1911) (1.2825,0.1931) (1.2547,0.1950) (1.2246,0.1970) (1.1935,0.1990) (1.1628,0.2009) (1.1338,0.2029) (1.1073,..."
supp,707,decimal,1.2547,S\thesuppsectioncounter.\ #1,RAG Ablation: Test-Family Bookkeeping,app:rag_ablation_significance,yes,"...,0.1832) (1.3474,0.1852) (1.3394,0.1872) (1.3257,0.1891) (1.3065,0.1911) (1.2825,0.1931) (1.2547,0.1950) (1.2246,0.1970) (1.1935,0.1990) (1.1628,0.2009) (1.1338,0.2029) (1.1073,0.2049) (..."
supp,707,decimal,0.1950,S\thesuppsectioncounter.\ #1,RAG Ablation: Test-Family Bookkeeping,app:rag_ablation_significance,yes,"...) (1.3474,0.1852) (1.3394,0.1872) (1.3257,0.1891) (1.3065,0.1911) (1.2825,0.1931) (1.2547,0.1950) (1.2246,0.1970) (1.1935,0.1990) (1.1628,0.2009) (1.1338,0.2029) (1.1073,0.2049) (1.0840,..."
supp,707,decimal,1.2246,S\thesuppsectioncounter.\ #1,RAG Ablation: Test-Family Bookkeeping,app:rag_ablation_significance,yes,"...,0.1852) (1.3394,0.1872) (1.3257,0.1891) (1.3065,0.1911) (1.2825,0.1931) (1.2547,0.1950) (1.2246,0.1970) (1.1935,0.1990) (1.1628,0.2009) (1.1338,0.2029) (1.1073,0.2049) (1.0840,0.2068) (..."
supp,707,decimal,0.1970,S\thesuppsectioncounter.\ #1,RAG Ablation: Test-Family Bookkeeping,app:rag_ablation_significance,yes,"...) (1.3394,0.1872) (1.3257,0.1891) (1.3065,0.1911) (1.2825,0.1931) (1.2547,0.1950) (1.2246,0.1970) (1.1935,0.1990) (1.1628,0.2009) (1.1338,0.2029) (1.1073,0.2049) (1.0840,0.2068) (1.0642,..."
supp,707,decimal,1.1935,S\thesuppsectioncounter.\ #1,RAG Ablation: Test-Family Bookkeeping,app:rag_ablation_significance,yes,"...,0.1872) (1.3257,0.1891) (1.3065,0.1911) (1.2825,0.1931) (1.2547,0.1950) (1.2246,0.1970) (1.1935,0.1990) (1.1628,0.2009) (1.1338,0.2029) (1.1073,0.2049) (1.0840,0.2068) (1.0642,0.2088) (..."
supp,707,decimal,0.1990,S\thesuppsectioncounter.\ #1,RAG Ablation: Test-Family Bookkeeping,app:rag_ablation_significance,yes,"...) (1.3257,0.1891) (1.3065,0.1911) (1.2825,0.1931) (1.2547,0.1950) (1.2246,0.1970) (1.1935,0.1990) (1.1628,0.2009) (1.1338,0.2029) (1.1073,0.2049) (1.0840,0.2068) (1.0642,0.2088) (1.0479,..."
supp,707,decimal,1.1628,S\thesuppsectioncounter.\ #1,RAG Ablation: Test-Family Bookkeeping,app:rag_ablation_significance,yes,"...,0.1891) (1.3065,0.1911) (1.2825,0.1931) (1.2547,0.1950) (1.2246,0.1970) (1.1935,0.1990) (1.1628,0.2009) (1.1338,0.2029) (1.1073,0.2049) (1.0840,0.2068) (1.0642,0.2088) (1.0479,0.2108) (..."
supp,707,decimal,0.2009,S\thesuppsectioncounter.\ #1,RAG Ablation: Test-Family Bookkeeping,app:rag_ablation_significance,yes,"...) (1.3065,0.1911) (1.2825,0.1931) (1.2547,0.1950) (1.2246,0.1970) (1.1935,0.1990) (1.1628,0.2009) (1.1338,0.2029) (1.1073,0.2049) (1.0840,0.2068) (1.0642,0.2088) (1.0479,0.2108) (1.0348,..."
supp,707,decimal,1.1338,S\thesuppsectioncounter.\ #1,RAG Ablation: Test-Family Bookkeeping,app:rag_ablation_significance,yes,"...,0.1911) (1.2825,0.1931) (1.2547,0.1950) (1.2246,0.1970) (1.1935,0.1990) (1.1628,0.2009) (1.1338,0.2029) (1.1073,0.2049) (1.0840,0.2068) (1.0642,0.2088) (1.0479,0.2108) (1.0348,0.2128) (..."
supp,707,decimal,0.2029,S\thesuppsectioncounter.\ #1,RAG Ablation: Test-Family Bookkeeping,app:rag_ablation_significance,yes,"...) (1.2825,0.1931) (1.2547,0.1950) (1.2246,0.1970) (1.1935,0.1990) (1.1628,0.2009) (1.1338,0.2029) (1.1073,0.2049) (1.0840,0.2068) (1.0642,0.2088) (1.0479,0.2108) (1.0348,0.2128) (1.0247,..."
